"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","estimate","coef","method","functionform","precision","abs_yi","source","repo","branch","repo_license"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",36,0.720471323259156,0.0400543664861122,"estimate",0.720471323259156,"shape","Withdrawal","llogis",4.9966055544278,0.720471323259156,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",37,2.68489307544601,0.0400543664861122,"estimate",2.68489307544601,"scale","Withdrawal","llogis",4.9966055544278,2.68489307544601,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",38,6.10599282904229,4005436.64861122,"estimate",6.10599282904229,"age_grp_fact(0,18]","Withdrawal","llogis",0.00049966055544278,6.10599282904229,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",39,0.020606932379067,0.0400543664861122,"estimate",0.020606932379067,"age_grp_fact(18,20]","Withdrawal","llogis",4.9966055544278,0.020606932379067,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",40,0,0,"estimate",0,"age_grp_fact(20,25]","Withdrawal","llogis",NA,0,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",41,0.217082981131707,0.0400543664861122,"estimate",0.217082981131707,"age_grp_fact(25,35]","Withdrawal","llogis",4.9966055544278,0.217082981131707,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",42,1.41818012815638,0.0400543664861122,"estimate",1.41818012815638,"age_grp_fact(35,50]","Withdrawal","llogis",4.9966055544278,1.41818012815638,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",43,0.42071875970267,0.090333195749233,"estimate",0.42071875970267,"shape","Implant","gamma",3.32718012161946,0.42071875970267,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",44,-3.39802485140373,0.82976392710044,"estimate",-3.39802485140373,"rate","Implant","gamma",1.09779873180071,3.39802485140373,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",45,-0.0854981107568554,0.132133614298677,"estimate",-0.0854981107568554,"age_grp_fact(0,18]","Implant","weibull",2.75101743442741,0.0854981107568554,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",46,0.306865257028758,0.1014728107691,"estimate",0.306865257028758,"age_grp_fact(18,20]","Implant","weibull",3.13924459234388,0.306865257028758,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",47,0,0,"estimate",0,"age_grp_fact(20,25]","Implant","gamma",NA,0,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",48,-0.137540758911171,0.591973905113565,"estimate",-0.137540758911171,"age_grp_fact(25,35]","Implant","gamma",1.29971675782826,0.137540758911171,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",49,-0.799580726827127,0.656354119314495,"estimate",-0.799580726827127,"age_grp_fact(35,50]","Implant","gamma",1.23432888550226,0.799580726827127,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",50,3.34953967057388,0.0139344097282767,"estimate",3.34953967057388,"meanlog","Other.trad","lnorm",8.47141020531118,3.34953967057388,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",51,0.0236683996810248,0.0139344097282767,"estimate",0.0236683996810248,"sdlog","Other.trad","lnorm",8.47141020531118,0.0236683996810248,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",52,-1.68343741497158,0.0139344097282767,"estimate",-1.68343741497158,"age_grp_fact(0,18]","Other.trad","lnorm",8.47141020531118,1.68343741497158,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",53,4.87502598336251,1393440.97282765,"estimate",4.87502598336251,"age_grp_fact(18,20]","Other.trad","lnorm",0.000847141020531126,4.87502598336251,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",54,0,0,"estimate",0,"age_grp_fact(20,25]","Other.trad","lnorm",NA,0,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",55,0.0174432417938704,0.0139344097282767,"estimate",0.0174432417938704,"age_grp_fact(25,35]","Other.trad","lnorm",8.47141020531118,0.0174432417938704,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",56,0.808098622641504,0.0139344097282767,"estimate",0.808098622641504,"age_grp_fact(35,50]","Other.trad","lnorm",8.47141020531118,0.808098622641504,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",57,0.429885360664384,0.0666292074158991,"estimate",0.429885360664384,"shape","Other.mod","gamma",3.87407189787049,0.429885360664384,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",58,-2.82885906527526,0.205808531182387,"estimate",-2.82885906527526,"rate","Other.mod","gamma",2.20428788335767,2.82885906527526,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",59,0.247202803331538,0.125576723915835,"estimate",0.247202803331538,"age_grp_fact(0,18]","Other.mod","lnorm",2.82192473036498,0.247202803331538,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",60,-4.75001399241327,2727.99193736155,"estimate",-4.75001399241327,"age_grp_fact(18,20]","Other.mod","gamma",0.0191460178198567,4.75001399241327,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",61,0,0,"estimate",0,"age_grp_fact(20,25]","Other.mod","gamma",NA,0,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",62,0.15202108415884,0.143579051491576,"estimate",0.15202108415884,"age_grp_fact(25,35]","Other.mod","gamma",2.63909157349694,0.15202108415884,"GitHub","fpsim","main","MIT"
"gh_fpsim_fpsim_fpsim_locations_nigeria_lagos_data_method_time_coefficients.csv","fpsim","fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv","fpsim / fpsim / fpsim/locations/nigeria_lagos/data/method_time_coefficients.csv",63,0.034540384827771,0.299654560251861,"estimate",0.034540384827771,"age_grp_fact(35,50]","Other.mod","gamma",1.82679390666557,0.034540384827771,"GitHub","fpsim","main","MIT"
