"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","model","metric","estimate","precision","abs_yi","source","repo","branch","repo_license"
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",1,-9107.9167751826,23134876.800338,"estimate",1,"m3","elpd_loo",-9107.9167751826,0.000207905703933424,9107.9167751826,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",2,-6618.00811873613,7044191.01040223,"estimate",2,"m1","elpd_loo",-6618.00811873613,0.000376777047087119,6618.00811873613,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",3,-3622.70846378399,1599174.56707853,"estimate",3,"m4b","elpd_loo",-3622.70846378399,0.000790773419611118,3622.70846378399,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",4,-3300.56755062577,887420.142441461,"estimate",4,"m4a","elpd_loo",-3300.56755062577,0.00106153754470159,3300.56755062577,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",5,-2351.8419925763,155457.440226075,"estimate",5,"m2a","elpd_loo",-2351.8419925763,0.00253626275331673,2351.8419925763,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",6,-2274.55059955465,141866.477382519,"estimate",6,"m2b","elpd_loo",-2274.55059955465,0.00265497299145381,2274.55059955465,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",7,4549.10119910931,567465.909530076,"estimate",7,"m2b","looic",4549.10119910931,0.00132748649572691,4549.10119910931,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",8,4703.6839851526,621829.760904301,"estimate",8,"m2a","looic",4703.6839851526,0.00126813137665837,4703.6839851526,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",9,6601.13510125154,3549680.56976583,"estimate",9,"m4a","looic",6601.13510125154,0.000530768772350798,6601.13510125154,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",10,7245.41692756799,6396698.26831413,"estimate",10,"m4b","looic",7245.41692756799,0.000395386709805559,7245.41692756799,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",11,13236.0162374723,28176764.0416089,"estimate",11,"m1","looic",13236.0162374723,0.000188388523543559,13236.0162374723,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",12,18215.8335503652,92539507.2013522,"estimate",12,"m3","looic",18215.8335503652,0.000103952851966712,18215.8335503652,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",13,1103.18186340198,136346.743893361,"estimate",13,"m2b","p_loo",1103.18186340198,0.00270818054889175,1103.18186340198,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",14,1179.36749330736,149511.702387025,"estimate",14,"m2a","p_loo",1179.36749330736,0.0025862017826933,1179.36749330736,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",15,2125.35481396197,877902.248808693,"estimate",15,"m4a","p_loo",2125.35481396197,0.00106727643192838,2125.35481396197,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run1.csv","DylanMG","output/CV/loo_table_run1.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run1.csv",16,2450.68605498421,1588951.59984022,"estimate",16,"m4b","p_loo",2450.68605498421,0.000793313172763314,2450.68605498421,"GitHub","DL-CC-sockeye","main",NA
