"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","indicator","pop_size","pop_label","method","method_type","estimate","ci_lower","ci_upper","uncertainty_method","indicator_clean","method_clean","uncertainty_clean","estimate_pct","ci_lower_pct","ci_upper_pct","se_pct","estimate_with_ci","analysis_source","source","population_size","parameter_type","iterations","m1","m2","parameter_description","seed_selection","combination_id","sensitivity_combo","pop_group","method_category","param_group","ci_width","precision","abs_yi","repo","branch","repo_license"
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",1,0.494048070335575,0.00622774674455061,"estimate","document_withholding_rds",50000,"50K","RDS_I","frequentist",0.494048070335575,0.255258809430467,0.562356764353552,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",49.4048070335575,25.5258809430467,56.2356764353552,7.89160740568777,"49.4% (25.5–56.2)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",30.7097954923085,12.6716896646336,0.494048070335575,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",2,0.494048070335575,0.00619104925203199,"estimate","document_withholding_rds",1e+05,"100K","RDS_I","frequentist",0.494048070335575,0.251791877059517,0.558811965435925,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",49.4048070335575,25.1791877059517,55.8811965435925,7.86832209052984,"49.4% (25.2–55.9)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",30.7020088376408,12.7091899453834,0.494048070335575,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",3,0.494048070335575,0.00620672541869871,"estimate","document_withholding_rds",980000,"980K","RDS_I","frequentist",0.494048070335575,0.252957485683287,0.563253453348433,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",49.4048070335575,25.2957485683287,56.3253453348433,7.87827736164367,"49.4% (25.3–56.3)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",31.0295967665146,12.6931301615328,0.494048070335575,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",4,0.494048070335575,0.00630207044315346,"estimate","document_withholding_rds",1740000,"1.74M","RDS_I","frequentist",0.494048070335575,0.254426611914905,0.561257209289505,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",49.4048070335575,25.4426611914905,56.1257209289505,7.9385580826454,"49.4% (25.4–56.1)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",30.68305973746,12.5967460285529,0.494048070335575,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",5,0.342444965586162,0.0061422275709501,"estimate","document_withholding_rds",50000,"50K","RDS_II","frequentist",0.342444965586162,0.254930908167349,0.563398301872051,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",34.2444965586162,25.4930908167349,56.3398301872051,7.83723648421438,"34.2% (25.5–56.3)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",30.8467393704703,12.7595996626385,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",6,0.342444965586162,0.00612537857722959,"estimate","document_withholding_rds",1e+05,"100K","RDS_II","frequentist",0.342444965586162,0.253412593726998,0.562123354168099,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",34.2444965586162,25.3412593726998,56.2123354168099,7.82647978163209,"34.2% (25.3–56.2)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",30.8710760441101,12.7771364381071,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",7,0.342444965586162,0.00651017290977738,"estimate","document_withholding_rds",980000,"980K","RDS_II","frequentist",0.342444965586162,0.246905401247225,0.562719576809549,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",34.2444965586162,24.6905401247225,56.2719576809549,8.06856425256525,"34.2% (24.7–56.3)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",31.5814175562325,12.3937787281308,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",8,0.342444965586162,0.0061811677229264,"estimate","document_withholding_rds",1740000,"1.74M","RDS_II","frequentist",0.342444965586162,0.254454897596207,0.564827069987299,"neighb_bootstrap","Document withholding","RDS-I","Bootstrap",34.2444965586162,25.4454897596207,56.4827069987299,7.86204027140945,"34.2% (25.4–56.5)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",31.0372172391092,12.7193446672682,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",9,0.342444965586162,0.00598772738130251,"estimate","document_withholding_rds",50000,"50K","RDS_SS","frequentist",0.342444965586162,0.255651265752607,0.562120121169732,"neighb_bootstrap","Document withholding","RDS-SS","Bootstrap",34.2444965586162,25.5651265752607,56.2120121169732,7.73804069600471,"34.2% (25.6–56.2)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",30.6468855417125,12.9231680122375,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",10,0.342444965586162,0.00652029222334878,"estimate","document_withholding_rds",1e+05,"100K","RDS_SS","frequentist",0.342444965586162,0.251491869855067,0.565191105386197,"neighb_bootstrap","Document withholding","RDS-SS","Bootstrap",34.2444965586162,25.1491869855067,56.5191105386197,8.07483264430216,"34.2% (25.1–56.5)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",31.369923553113,12.3841575924874,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",11,0.342444965586162,0.0061883292614482,"estimate","document_withholding_rds",980000,"980K","RDS_SS","frequentist",0.342444965586162,0.251569562499414,0.560067454817641,"neighb_bootstrap","Document withholding","RDS-SS","Bootstrap",34.2444965586162,25.1569562499414,56.0067454817641,7.8665934567945,"34.2% (25.2–56.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",30.8497892318227,12.7119827088088,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",12,0.342444965586162,0.00621781504258462,"estimate","document_withholding_rds",1740000,"1.74M","RDS_SS","frequentist",0.342444965586162,0.253353622455448,0.565353439041737,"neighb_bootstrap","Document withholding","RDS-SS","Bootstrap",34.2444965586162,25.3353622455448,56.5353439041737,7.88531232265699,"34.2% (25.3–56.5)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",31.1999816586289,12.6818058572859,0.342444965586162,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",13,0.927528926734306,0.00289687868128129,"estimate","excessive_hours_rds",50000,"50K","RDS_I","frequentist",0.927528926734306,0.718192287207408,0.928092564190896,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",92.7528926734306,71.8192287207408,92.8092564190896,5.38226595522861,"92.8% (71.8–92.8)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",20.9900276983488,18.5795352425598,0.927528926734306,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",14,0.927528926734306,0.00296088478695913,"estimate","excessive_hours_rds",1e+05,"100K","RDS_I","frequentist",0.927528926734306,0.71794102614872,0.924992804187034,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",92.7528926734306,71.794102614872,92.4992804187034,5.441401278126,"92.8% (71.8–92.5)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",20.7051778038314,18.3776190890372,0.927528926734306,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",15,0.927528926734306,0.00304977784971489,"estimate","excessive_hours_rds",980000,"980K","RDS_I","frequentist",0.927528926734306,0.714473957561671,0.929269907020383,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",92.7528926734306,71.4473957561671,92.9269907020383,5.52247937951324,"92.8% (71.4–92.9)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",21.4795949458711,18.1078086721284,0.927528926734306,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",16,0.927528926734306,0.00298169168024238,"estimate","excessive_hours_rds",1740000,"1.74M","RDS_I","frequentist",0.927528926734306,0.716589327600434,0.927704110108479,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",92.7528926734306,71.6589327600434,92.7704110108479,5.46048686496212,"92.8% (71.7–92.8)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",21.1114782508046,18.3133853213094,0.927528926734306,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",17,0.837284529663637,0.00296172803030962,"estimate","excessive_hours_rds",50000,"50K","RDS_II","frequentist",0.837284529663637,0.718585321349494,0.929655918802659,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",83.7284529663637,71.8585321349494,92.9655918802659,5.44217606322105,"83.7% (71.9–93.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",21.1070597453165,18.3750027265405,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",18,0.837284529663637,0.00304485456800788,"estimate","excessive_hours_rds",1e+05,"100K","RDS_II","frequentist",0.837284529663637,0.714967932562736,0.930750034412838,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",83.7284529663637,71.4967932562736,93.0750034412838,5.51802008695862,"83.7% (71.5–93.1)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",21.5782101850102,18.1224421847143,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",19,0.837284529663637,0.00317414098160777,"estimate","excessive_hours_rds",980000,"980K","RDS_II","frequentist",0.837284529663637,0.710627537198421,0.929090390082802,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",83.7284529663637,71.0627537198421,92.9090390082802,5.6339515276649,"83.7% (71.1–92.9)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",21.8462852884382,17.7495314805179,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",20,0.837284529663637,0.00309669188936461,"estimate","excessive_hours_rds",1740000,"1.74M","RDS_II","frequentist",0.837284529663637,0.714773709387763,0.929665927848327,"neighb_bootstrap","Excessive working hours","RDS-I","Bootstrap",83.7284529663637,71.4773709387763,92.9665927848327,5.56479279880627,"83.7% (71.5–93.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",21.4892218460564,17.9701210117745,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",21,0.837284529663637,0.00301398852116936,"estimate","excessive_hours_rds",50000,"50K","RDS_SS","frequentist",0.837284529663637,0.715084480603099,0.930311957516685,"neighb_bootstrap","Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,71.5084480603099,93.0311957516685,5.48998043818861,"83.7% (71.5–93.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",21.5227476913586,18.2150011508956,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",22,0.837284529663637,0.00304824384685838,"estimate","excessive_hours_rds",1e+05,"100K","RDS_SS","frequentist",0.837284529663637,0.714532259656412,0.92983347912956,"neighb_bootstrap","Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,71.4532259656412,92.983347912956,5.52109033331134,"83.7% (71.5–93.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",21.5301219473148,18.1123643995921,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",23,0.837284529663637,0.00302670580055511,"estimate","excessive_hours_rds",980000,"980K","RDS_SS","frequentist",0.837284529663637,0.715084184590555,0.92999463491216,"neighb_bootstrap","Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,71.5084184590555,92.999463491216,5.50155050922475,"83.7% (71.5–93.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",21.4910450321605,18.1766939760572,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",24,0.837284529663637,0.00293476331979519,"estimate","excessive_hours_rds",1740000,"1.74M","RDS_SS","frequentist",0.837284529663637,0.716162132315026,0.92823504846522,"neighb_bootstrap","Excessive working hours","RDS-SS","Bootstrap",83.7284529663637,71.6162132315026,92.823504846522,5.41734558598138,"83.7% (71.6–92.8)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",21.2072916150193,18.4592248016765,0.837284529663637,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",25,0.577340378591833,0.00420846552659468,"estimate","access_to_help_rds",50000,"50K","RDS_I","frequentist",0.577340378591833,0.547206103515455,0.799876826804257,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",57.7340378591833,54.7206103515455,79.9876826804256,6.48726870616185,"57.7% (54.7–80.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",25.2670723288802,15.4148077610869,0.577340378591833,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",26,0.577340378591833,0.00404623466409886,"estimate","access_to_help_rds",1e+05,"100K","RDS_I","frequentist",0.577340378591833,0.548394353263914,0.798183166259698,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",57.7340378591833,54.8394353263914,79.8183166259698,6.36100201548377,"57.7% (54.8–79.8)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",24.9788812995784,15.720793635434,0.577340378591833,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",27,0.577340378591833,0.00409033831250222,"estimate","access_to_help_rds",980000,"980K","RDS_I","frequentist",0.577340378591833,0.55113228507338,0.802560058526754,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",57.7340378591833,55.113228507338,80.2560058526754,6.39557527709761,"57.7% (55.1–80.3)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",25.1427773453374,15.6358100197956,0.577340378591833,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",28,0.577340378591833,0.00409667918271812,"estimate","access_to_help_rds",1740000,"1.74M","RDS_I","frequentist",0.577340378591833,0.548929712475548,0.799618128085562,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",57.7340378591833,54.8929712475548,79.9618128085562,6.40053058950437,"57.7% (54.9–80.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",25.0688415610014,15.6237047228523,0.577340378591833,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",29,0.593632888454803,0.00407070294855697,"estimate","access_to_help_rds",50000,"50K","RDS_II","frequentist",0.593632888454803,0.551825829902642,0.799792675796592,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",59.3632888454803,55.1825829902642,79.9792675796592,6.38020606920887,"59.4% (55.2–80.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",24.7966845893949,15.6734749497519,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",30,0.593632888454803,0.00414395315106075,"estimate","access_to_help_rds",1e+05,"100K","RDS_II","frequentist",0.593632888454803,0.549135333264575,0.799276764585076,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",59.3632888454803,54.9135333264575,79.9276764585076,6.43735438752656,"59.4% (54.9–79.9)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",25.01414313205,15.53433196,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",31,0.593632888454803,0.00418714652001692,"estimate","access_to_help_rds",980000,"980K","RDS_II","frequentist",0.593632888454803,0.549901354046221,0.80149557203697,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",59.3632888454803,54.9901354046221,80.149557203697,6.47081642454561,"59.4% (55.0–80.1)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",25.1594217990749,15.4540004597677,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",32,0.593632888454803,0.00411099662770811,"estimate","access_to_help_rds",1740000,"1.74M","RDS_II","frequentist",0.593632888454803,0.547415147362529,0.799270106528157,"neighb_bootstrap","Limited access to help","RDS-I","Bootstrap",59.3632888454803,54.741514736253,79.9270106528157,6.41170541097149,"59.4% (54.7–79.9)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",25.1854959165627,15.5964745087763,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",33,0.593632888454803,0.00411400303233179,"estimate","access_to_help_rds",50000,"50K","RDS_SS","frequentist",0.593632888454803,0.549228124256671,0.800884879045232,"neighb_bootstrap","Limited access to help","RDS-SS","Bootstrap",59.3632888454803,54.9228124256671,80.0884879045232,6.41404944815036,"59.4% (54.9–80.1)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",25.1656754788562,15.5907747217068,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",34,0.593632888454803,0.00411810989626821,"estimate","access_to_help_rds",1e+05,"100K","RDS_SS","frequentist",0.593632888454803,0.550919710455996,0.802272089354223,"neighb_bootstrap","Limited access to help","RDS-SS","Bootstrap",59.3632888454803,55.0919710455996,80.2272089354223,6.41725010909518,"59.4% (55.1–80.2)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",25.1352378898227,15.5829986832319,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",35,0.593632888454803,0.00423330560262851,"estimate","access_to_help_rds",980000,"980K","RDS_SS","frequentist",0.593632888454803,0.546695827426974,0.801536887366523,"neighb_bootstrap","Limited access to help","RDS-SS","Bootstrap",59.3632888454803,54.6695827426974,80.1536887366523,6.50638578830714,"59.4% (54.7–80.2)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",25.4841059939548,15.3695159269089,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",36,0.593632888454803,0.0041706692243305,"estimate","access_to_help_rds",1740000,"1.74M","RDS_SS","frequentist",0.593632888454803,0.548192825799252,0.801460691286755,"neighb_bootstrap","Limited access to help","RDS-SS","Bootstrap",59.3632888454803,54.8192825799252,80.1460691286755,6.45807186730722,"59.4% (54.8–80.1)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",25.3267865487503,15.4844978585994,0.593632888454803,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",37,0.593007502644538,0.00553953131778896,"estimate","pay_issues_rds",50000,"50K","RDS_I","frequentist",0.593007502644538,0.345085197107517,0.634833897154485,"neighb_bootstrap","Pay-related issues","RDS-I","Bootstrap",59.3007502644538,34.5085197107517,63.4833897154485,7.44280277703834,"59.3% (34.5–63.5)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",28.9748700046968,13.4357987166486,0.593007502644538,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",38,0.593007502644538,0.00540125032236654,"estimate","pay_issues_rds",1e+05,"100K","RDS_I","frequentist",0.593007502644538,0.347512924077669,0.629996376175231,"neighb_bootstrap","Pay-related issues","RDS-I","Bootstrap",59.3007502644538,34.7512924077669,62.9996376175231,7.34931991572454,"59.3% (34.8–63.0)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",28.2483452097562,13.6067011841519,0.593007502644538,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",39,0.593007502644538,0.0056611707365508,"estimate","pay_issues_rds",980000,"980K","RDS_I","frequentist",0.593007502644538,0.34227629342602,0.635150264293595,"neighb_bootstrap","Pay-related issues","RDS-I","Bootstrap",59.3007502644538,34.227629342602,63.5150264293595,7.52407518340347,"59.3% (34.2–63.5)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseline","Frequentist RDS","standard",29.2873970867575,13.2906699577616,0.593007502644538,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",40,0.593007502644538,0.00579059466058945,"estimate","pay_issues_rds",1740000,"1.74M","RDS_I","frequentist",0.593007502644538,0.341647052876774,0.636012747879091,"neighb_bootstrap","Pay-related issues","RDS-I","Bootstrap",59.3007502644538,34.1647052876774,63.6012747879091,7.60959569266952,"59.3% (34.2–63.6)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberal","Frequentist RDS","standard",29.4365695002317,13.1413026445455,0.593007502644538,"DWeMSinUK","main",NA
"gh_smoser11_DWeMSinUK_output_tables_unified_results.csv","smoser11","output/tables/unified_results.csv","smoser11 / DWeMSinUK / output/tables/unified_results.csv",41,0.496527013804293,0.0055052981478844,"estimate","pay_issues_rds",50000,"50K","RDS_II","frequentist",0.496527013804293,0.347774916993962,0.636452406642529,"neighb_bootstrap","Pay-related issues","RDS-I","Bootstrap",49.6527013804293,34.7774916993962,63.6452406642529,7.41976963785561,"49.7% (34.8–63.6)","06a_frequentist","GitHub",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conservative","Frequentist RDS","standard",28.8677489648567,13.4775073729784,0.496527013804293,"DWeMSinUK","main",NA
