"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","model","metric","estimate","precision","abs_yi","source","repo","branch","repo_license"
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",1,-2830.74539395039,150207.697007485,"estimate",1,"m1","elpd_loo",-2830.74539395039,0.00258020318047362,2830.74539395039,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",2,-2800.99130386694,169601.503324978,"estimate",2,"m3","elpd_loo",-2800.99130386694,0.00242820389418479,2800.99130386694,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",3,-2214.8874928203,96154.5529519285,"estimate",3,"m4a","elpd_loo",-2214.8874928203,0.00322489124673707,2214.8874928203,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",4,-2187.70577298527,96652.4576120646,"estimate",4,"m4b","elpd_loo",-2187.70577298527,0.00321657401566237,2187.70577298527,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",5,-2161.70531665181,84110.5886628317,"estimate",5,"m2a","elpd_loo",-2161.70531665181,0.00344805880390632,2161.70531665181,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",6,-2110.9587559504,72837.481475102,"estimate",6,"m2b","elpd_loo",-2110.9587559504,0.00370529286097752,2110.9587559504,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",7,4221.9175119008,291349.925900407,"estimate",7,"m2b","looic",4221.9175119008,0.00185264643048876,4221.9175119008,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",8,4323.41063330362,336442.354651327,"estimate",8,"m2a","looic",4323.41063330362,0.00172402940195316,4323.41063330362,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",9,4375.41154597054,386609.830448257,"estimate",9,"m4b","looic",4375.41154597054,0.00160828700783119,4375.41154597054,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_loo_table_run4.csv","DylanMG","output/CV/loo_table_run4.csv","DylanMG / DL-CC-sockeye / output/CV/loo_table_run4.csv",10,4429.77498564061,384618.211807715,"estimate",10,"m4a","looic",4429.77498564061,0.00161244562336853,4429.77498564061,"GitHub","DL-CC-sockeye","main",NA
