UIC,species_latin,species_local,country,province,site_name,replicates,start_date_year.month,monitoring_date_year.month,duration_months,height_cm,height_sd,number_planted,height_0,RGRm,seedling_trt_type,site_trt_type,Sseedling_trt_type,Ssite_trt_type,planting_density.m2,ENSO
LM2017PNTS,Durio zibethinus,Papaken,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,48.29411765,12.32256419,17,48.29411765,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Durio zibethinus,Papaken,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,50.43333333,12.13682413,17,48.29411765,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Durio zibethinus,Papaken,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,52.91666667,11.90217067,17,48.29411765,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Durio zibethinus,Papaken,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,50.66666667,12.41943736,17,48.29411765,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Durio zibethinus,Papaken,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,50.33333333,12.06296612,17,48.29411765,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Durio zibethinus,Papaken,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,38.5,7.234178138,17,48.29411765,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,16.45238095,5.068899975,54,11.62962963,4.33e-15,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,17.04705882,7.560869292,54,11.62962963,4.33e-15,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,11.62962963,3.232215345,54,11.62962963,4.33e-15,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,17.86666667,7.679998101,54,11.62962963,4.33e-15,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,17.29736842,7.835842804,54,11.62962963,4.33e-15,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,14,3.51017181,54,11.62962963,4.33e-15,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,19.51724138,8.236218753,54,11.62962963,4.33e-15,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,9.388888889,2.40690878,18,9.388888889,0.045413935,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,12.9,0,18,9.388888889,0.045413935,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,11.5,2.291287847,18,9.388888889,0.045413935,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,9.230769231,2.39081081,18,9.388888889,0.045413935,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,15.644,6.486791503,54,9.388888889,0.028004179,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,23.76923077,22.58029722,54,9.388888889,0.028004179,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,16.66666667,11.19325194,54,9.388888889,0.028004179,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,14.51162791,5.008699841,54,9.388888889,0.028004179,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,15.66666667,8.2289462,54,9.388888889,0.028004179,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,13.25925926,5.052264564,54,9.388888889,0.028004179,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,15.625,5.925316447,54,9.388888889,0.028004179,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,15.62962963,5.024158163,54,12.53703704,3.429999999999999e-23,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,15.45714286,5.043008306,54,12.53703704,3.429999999999999e-23,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,15.43783784,5.755738747,54,12.53703704,3.429999999999999e-23,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,14.74390244,5.501411127,54,12.53703704,3.429999999999999e-23,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,12.26530612,5.061190202,54,12.53703704,3.429999999999999e-23,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,12.53703704,3.849591809,54,12.53703704,3.429999999999999e-23,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,14.11627907,5.390508865,54,12.53703704,3.429999999999999e-23,none,none,none,none,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,8.363636364,2.568081253,18,8.277777778,NA,none,weeding moderate,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,7.05,0.35,18,8.277777778,NA,none,weeding moderate,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,8,1.224744871,18,8.277777778,NA,none,weeding moderate,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,8.277777778,2.940248583,18,8.277777778,NA,none,weeding moderate,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,22.5,7.632177524,54,8.277777778,0.004531615,none,weeding total,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,19.8,7.171304836,54,8.277777778,0.004531615,none,weeding total,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,19.23333333,7.065000724,54,8.277777778,0.004531615,none,weeding total,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,16.3902439,6.358420837,54,8.277777778,0.004531615,none,weeding total,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,18.51428571,7.010879965,54,8.277777778,0.004531615,none,weeding total,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,15.94,6.367513654,54,8.277777778,0.004531615,none,weeding total,none,weeding,0.25925,neutral
LM2017PNTS,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,18,6.475613138,54,8.277777778,0.004531615,none,weeding total,none,weeding,0.25925,neutral
LM2017PNTS,Gymnacranthera farquhariana,Mandarahan putih,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,16.25961538,4.885077719,106,16.25961538,0.027102715,none,none,none,none,0.25925,neutral
LM2017PNTS,Gymnacranthera farquhariana,Mandarahan putih,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,18.05494505,5.038435907,106,16.25961538,0.027102715,none,none,none,none,0.25925,neutral
LM2017PNTS,Gymnacranthera farquhariana,Mandarahan putih,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,20.53648649,5.767352003,106,16.25961538,0.027102715,none,none,none,none,0.25925,neutral
LM2017PNTS,Gymnacranthera farquhariana,Mandarahan putih,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,27.44776119,10.35620672,106,16.25961538,0.027102715,none,none,none,none,0.25925,neutral
LM2017PNTS,Gymnacranthera farquhariana,Mandarahan putih,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,17.05319149,4.976000513,106,16.25961538,0.027102715,none,none,none,none,0.25925,neutral
LM2017PNTS,Gymnacranthera farquhariana,Mandarahan putih,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,19.70465116,5.495022496,106,16.25961538,0.027102715,none,none,none,none,0.25925,neutral
LM2017PNTS,Gymnacranthera farquhariana,Mandarahan putih,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,22.4057971,6.390063151,106,16.25961538,0.027102715,none,none,none,none,0.25925,neutral
LM2017PNTS,Horsfieldia crassifolia,Mandarahan daunbesar,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,24.88709677,6.253559435,106,20.08571429,0.032571814,none,none,none,none,0.25925,neutral
LM2017PNTS,Horsfieldia crassifolia,Mandarahan daunbesar,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,29.4,7.619211308,106,20.08571429,0.032571814,none,none,none,none,0.25925,neutral
LM2017PNTS,Horsfieldia crassifolia,Mandarahan daunbesar,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,23.89148936,5.959119867,106,20.08571429,0.032571814,none,none,none,none,0.25925,neutral
LM2017PNTS,Horsfieldia crassifolia,Mandarahan daunbesar,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,38.18421053,11.23650067,106,20.08571429,0.032571814,none,none,none,none,0.25925,neutral
LM2017PNTS,Horsfieldia crassifolia,Mandarahan daunbesar,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,21.80208333,4.610331171,106,20.08571429,0.032571814,none,none,none,none,0.25925,neutral
LM2017PNTS,Horsfieldia crassifolia,Mandarahan daunbesar,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,20.08571429,4.584913148,106,20.08571429,0.032571814,none,none,none,none,0.25925,neutral
LM2017PNTS,Horsfieldia crassifolia,Mandarahan daunbesar,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,25.87078652,6.630939914,106,20.08571429,0.032571814,none,none,none,none,0.25925,neutral
LM2017PNTS,Lithocarpus dasystachyus,Pampaning,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,31.03448276,0.724313842,35,17.05882353,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Lithocarpus dasystachyus,Pampaning,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,43.6,0.935414347,35,17.05882353,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Lithocarpus dasystachyus,Pampaning,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,54.8,30.19341162,35,17.05882353,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Lithocarpus dasystachyus,Pampaning,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,28.29583333,11.13867056,35,17.05882353,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Lithocarpus dasystachyus,Pampaning,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,17.05882353,3.142486725,35,17.05882353,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Lithocarpus dasystachyus,Pampaning,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,24.11538462,7.742490158,35,17.05882353,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Lithocarpus dasystachyus,Pampaning,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,49.58333333,1.041702898,35,17.05882353,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Nephelium maingayi,Rambutan hutan,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,39.18181818,15.36426393,52,26.92307692,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Nephelium maingayi,Rambutan hutan,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,41.67307692,10.64238912,52,26.92307692,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Nephelium maingayi,Rambutan hutan,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,37.315,11.52450121,52,26.92307692,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Nephelium maingayi,Rambutan hutan,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,30.88372093,7.581962625,52,26.92307692,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Nephelium maingayi,Rambutan hutan,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,40.31818182,11.91791914,52,26.92307692,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Nephelium maingayi,Rambutan hutan,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,26.92307692,7.816137539,52,26.92307692,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Nephelium maingayi,Rambutan hutan,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,32.58333333,10.31053553,52,26.92307692,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Palaquium leiocarpum,Hangkang,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,14,5.986651819,54,12.51851852,0.020341567,none,none,none,none,0.25925,neutral
LM2017PNTS,Palaquium leiocarpum,Hangkang,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,14.55833333,5.758088199,54,12.51851852,0.020341567,none,none,none,none,0.25925,neutral
LM2017PNTS,Palaquium leiocarpum,Hangkang,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,13.83783784,5.96523965,54,12.51851852,0.020341567,none,none,none,none,0.25925,neutral
LM2017PNTS,Palaquium leiocarpum,Hangkang,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,15.46153846,4.539004748,54,12.51851852,0.020341567,none,none,none,none,0.25925,neutral
LM2017PNTS,Palaquium leiocarpum,Hangkang,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,12.51851852,5.455621095,54,12.51851852,0.020341567,none,none,none,none,0.25925,neutral
LM2017PNTS,Palaquium leiocarpum,Hangkang,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,19.45454545,6.137811277,54,12.51851852,0.020341567,none,none,none,none,0.25925,neutral
LM2017PNTS,Palaquium leiocarpum,Hangkang,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,14.32,4.64453596,54,12.51851852,0.020341567,none,none,none,none,0.25925,neutral
LM2017PNTS,Sandoricum beccarianum,Papung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,24.9,8.972563544,36,22.83333333,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Sandoricum beccarianum,Papung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,27.91724138,8.320459678,36,22.83333333,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Sandoricum beccarianum,Papung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,27.62068966,7.834966465,36,22.83333333,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Sandoricum beccarianum,Papung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,30.88,9.6104110210000009,36,22.83333333,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Sandoricum beccarianum,Papung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,22.83333333,8.351218902,36,22.83333333,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Sandoricum beccarianum,Papung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,30.00740741,8.596283899,36,22.83333333,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Sandoricum beccarianum,Papung,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,35.0952381,9.131838599,36,22.83333333,NA,none,none,none,none,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,68.28039216,17.49860554,108,40.57407407,NA,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,60.96078431,17.35815018,108,40.57407407,NA,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,76.99019608,18.95826323,108,40.57407407,NA,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,40.57407407,8.899442074,108,40.57407407,NA,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,99.6125,23.72655072,108,40.57407407,NA,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,65.57326733,18.05962287,108,40.57407407,NA,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,53.41346154,13.07232352,108,40.57407407,NA,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,66,22.06807649,24,39.5,3.87e-5,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,80.34090909,27.06471361,24,39.5,3.87e-5,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,39.5,9.417836916,24,39.5,3.87e-5,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,88,25.22895162,24,39.5,3.87e-5,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,53.60869565,10.08481816,24,39.5,3.87e-5,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,97.04761905,23.73915793,24,39.5,3.87e-5,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,81.27272727,30.54314952,24,39.5,3.87e-5,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,105.0869565,23.99036368,24,40.45833333,NA,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,64.60869565,24.27445183,24,40.45833333,NA,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,40.45833333,10.19368588,24,40.45833333,NA,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,76.93043478,22.20999846,24,40.45833333,NA,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,55.08333333,16.90360565,24,40.45833333,NA,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,88.69565217,21.63001867,24,40.45833333,NA,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,75.3826087,20.67520808,24,40.45833333,NA,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,69.65959596,18.22544151,108,40.40740741,NA,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,61.99009901,14.39478729,108,40.40740741,NA,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,79.4742268,18.80275511,108,40.40740741,NA,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,96.71134021,24.80841539,108,40.40740741,NA,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,40.40740741,8.068673746,108,40.40740741,NA,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,69.23939394,16.53056426,108,40.40740741,NA,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,54.88571429,11.88673654,108,40.40740741,NA,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,77.97303371,18.10117251,108,41.14150943,0.009021267,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,63.87777778,17.44450448,108,41.14150943,0.009021267,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,126.7674419,36.82475971,108,41.14150943,0.009021267,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,41.14150943,8.512666953,108,41.14150943,0.009021267,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,53.56989247,14.29685117,108,41.14150943,0.009021267,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,74.63483146,17.94948151,108,41.14150943,0.009021267,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,93.89772727,23.99618733,108,41.14150943,0.009021267,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,75.65238095,21.02499986,24,39.26086957,NA,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,70.96666667,18.95023307,24,39.26086957,NA,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,84.28571429,25.76847465,24,39.26086957,NA,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,50,16.39290312,24,39.26086957,NA,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,57.2173913,21.18309043,24,39.26086957,NA,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,102.4761905,41.25484099,24,39.26086957,NA,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Shorea balangeran,Kahui,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,39.26086957,7.735498993,24,39.26086957,NA,none,mounding,none,mounding,0.25925,neutral
