line,phase,date,day,month,treatment_name,wage,output,productivity,quality_rate,total_absenteeism,unplan_absenteeism,plan_absenteeism,tot_wk_hr,line_workers,style1,sam_style1,BaseWage,OvertimeWage,OldIncentive,OldTHP,TotalTardinessMin,WorkingHr,OTHr,DTMinPersons,DTMinMachine,DTMinMaterial,DTMinQuality,DTTotal,treat_qual,treat_prod,treat_fixed,after,t_prod,t_fixed,t_qual,treat,t_after,OT,lead_time
Control 2,Pre-Treatment,2015-01-05,mon,January,Control,533.75,634,156,99.05,25,25,0,8,16,448209,18.91,300,0,233.75,533.75,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-01-06,tue,January,Control,616.34,707,101,99.01,0,0,0,11,20,448209,18.91,300,168.75,147.59,616.34,2,8,3,9,3,0,0,12,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-01-07,wed,January,Control,585.87,865,113,98.61,0,0,0,11,22,448209,18.91,300,168.75,117.12,585.87,2,8,3,19,24,0,25,68,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-01-08,thu,January,Control,635.95,795,100,99.12,0,0,0,11,22,448209,18.91,300,168.75,167.2,635.95,1,8,3,5,0,0,25,30,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-01-09,fri,January,Control,536.9,765,100,98.95,0,0,0,11,22,448209,18.91,300,168.75,68.15,536.9,1,8,3,77,0,0,15,92,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-01-10,sat,January,Control,383.9,627,112,98.88,0,0,0,8,22,448209,18.91,300,0,83.9,383.9,3,8,0,38,35,0,10,83,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-01-12,mon,January,Control,601.76,845,110,98.82,0,0,0,11,22,448209,18.91,300,168.75,133.01,601.76,0,8,3,17,31,0,25,73,0,0,0,0,0,0,0,0,0,1,7
Control 2,Pre-Treatment,2015-01-13,tue,January,Control,572.59,810,105,99.14,0,0,0,11,22,448209,18.91,300,168.75,103.84,572.59,2,8,3,59,0,0,10,69,0,0,0,0,0,0,0,0,0,1,8
Control 2,Pre-Treatment,2015-01-14,wed,January,Control,598.11,885,115,99.21,0,0,0,11,22,448209,18.91,300,168.75,129.36,598.11,1,8,3,0,33,0,25,58,0,0,0,0,0,0,0,0,0,1,9
Control 2,Pre-Treatment,2015-01-15,thu,January,Control,505.09,720,94,98.47,0,0,0,11,22,448209,18.91,300,168.75,36.34,505.09,0,8,3,5,0,0,20,25,0,0,0,0,0,0,0,0,0,1,10
Control 2,Pre-Treatment,2015-01-16,fri,January,Control,309.05,490,89,98.57,2.27,2.27,0,8,22,448209,18.91,300,0,9.05,309.05,0,8,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11
Control 2,Pre-Treatment,2015-01-17,sat,January,Control,381.65,595,112,99.16,4.55,0,4.55,8,21,448209,18.91,300,0,81.65,381.65,15,8,0,10,0,0,10,20,0,0,0,0,0,0,0,0,0,0,12
Control 2,Pre-Treatment,2015-01-19,mon,January,Control,376.52,587,110,98.64,0,0,0,8,21,448209,18.91,300,0,76.52,376.52,0,8,0,14,0,0,90,104,0,0,0,0,0,0,0,0,0,0,13
Control 2,Pre-Treatment,2015-01-20,tue,January,Control,576.68,850,111,99.18,0,0,0,11,22,448209,18.91,300,168.75,107.93,576.68,0,8,3,41,0,0,36,77,0,0,0,0,0,0,0,0,0,1,14
Control 2,Pre-Treatment,2015-01-21,wed,January,Control,594.61,835,107,99.16,0,0,0,11,22,448209,18.91,300,168.75,125.86,594.61,0,8,3,49,8,0,15,72,0,0,0,0,0,0,0,0,0,1,15
Control 2,Pre-Treatment,2015-01-22,thu,January,Control,619.79,788,125,98.1,0,0,0,11,22,448212,23.024,300,168.75,151.04,619.79,1,8,3,32,0,0,10,42,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-01-23,fri,January,Control,591.99,875,114,97.94,0,0,0,11,22,448209,18.91,300,168.75,123.24,591.99,0,8,3,64,2,0,30,96,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-01-24,sat,January,Control,325.43,510,91,97.84,0,0,0,8,22,448209,18.91,300,0,25.43,325.43,6,8,0,25,1,0,0,26,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-01-26,mon,January,Control,363.27,490,107,98.78,0,0,0,8,22,448212,23.024,300,0,63.27,363.27,4,8,0,27,16,0,10,53,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-01-27,tue,January,Control,549.13,805,105,98.39,0,0,0,11,22,448209,18.91,300,168.75,80.38,549.13,2,8,3,65,20,0,40,125,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-01-28,wed,January,Control,593.21,800,114,98.38,0,0,0,11,22,448209,18.91,300,168.75,124.46,593.21,3,8,3,63,102,0,10,175,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-01-29,thu,January,Control,596.95,870,113,98.62,0,0,0,11,22,448209,18.91,300,168.75,128.2,596.95,1,8,3,31,0,0,20,51,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-01-30,fri,January,Control,300,249,44,97.99,0,0,0,8,22,448209,18.91,300,0,NA,300,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Control 2,Pre-Treatment,2015-01-31,sat,January,Control,383.14,0,0,NA,9.09,4.55,4.55,8,22,448209,18.91,300,0,83.14,383.14,5,8,0,480,0,0,0,480,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-02-02,mon,NA,Control,558.62,735,96,98.1,4.55,0,4.55,11,22,448209,18.91,300,168.75,89.87,558.62,0,8,3,19,24,0,10,53,0,0,0,0,0,0,0,0,0,1,6
Control 2,Pre-Treatment,2015-02-03,tue,NA,Control,637.34,860,112,98.84,9.09,0,9.09,11,22,448254,18.91,300,168.75,168.59,637.34,1,8,3,10,19,0,0,29,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-02-04,wed,NA,Control,648.93,880,126,98.75,0,0,0,11,20,448254,18.91,300,168.75,180.18,648.93,3,8,3,113,7,0,0,120,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-02-05,thu,NA,Control,648.93,880,126,98.64,0,0,0,11,20,448254,18.91,300,168.75,180.18,648.93,1,8,3,100,3,0,10,113,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-02-06,fri,NA,Control,372.03,580,109,98.28,0,0,0,8,21,448254,18.91,300,0,72.03,372.03,0,8,0,108,22,0,70,200,0,0,0,0,0,0,0,0,0,0,4
Control 2,Pre-Treatment,2015-02-07,sat,NA,Control,417.57,640,122,97.97,0,0,0,8,20,448254,18.91,300,0,117.57,417.57,9,8,0,58,15,0,35,108,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-02-09,mon,NA,Control,399.81,653,99,99.08,0,0,0,8,22,448254,18.91,300,0,99.81,399.81,2,8,0,86,0,0,10,96,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-02-10,tue,NA,Control,576.68,880,111,99.09,4.55,4.55,0,11,22,448209,18.91,300,168.75,107.93,576.68,2,8,3,129,13,0,20,162,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-02-11,wed,NA,Control,634.85,945,123,98.84,0,0,0,11,22,448254,18.91,300,168.75,166.1,634.85,0,8,3,162,4,0,0,166,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-02-12,thu,NA,Control,619.54,920,120,98.48,0,0,0,11,22,448254,18.91,300,168.75,150.79,619.54,0,8,3,104,9,0,15,128,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-02-13,fri,NA,Control,574.38,785,102,99.24,4.55,4.55,0,11,22,448254,18.91,300,168.75,105.63,574.38,3,8,3,144,43,0,10,197,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-02-14,sat,NA,Control,353.28,785,103,99.24,4.55,4.55,0,8,22,448209,18.91,300,0,53.28,353.28,2,8,0,70,60,0,0,130,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-02-16,mon,NA,Control,642.66,885,107,97.4,0,0,0,12,21,448209,18.91,300,225,117.66,642.66,0,8,4,146,26,0,0,172,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-02-17,tue,NA,Control,681.15,990,118,99.19,0,0,0,12,22,448209,18.91,300,225,156.15,681.15,0,8,4,81,35,0,0,116,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-02-18,wed,NA,Control,690.33,1005,120,98.71,0,0,0,12,22,448209,18.91,300,225,165.33,690.33,0,8,4,127,18,0,10,155,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-02-20,fri,NA,Control,600.97,820,103,97.8,0,0,0,12,21,448209,18.91,300,225,75.97,600.97,3,8,4,57,0,30,30,117,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-02-21,sat,NA,Control,661.63,830,104,98.8,0,0,0,12,21,448209,18.91,300,225,136.63,661.63,1,8,4,43,0,0,0,43,0,0,0,0,0,0,0,0,0,1,6
Control 2,Pre-Treatment,2015-02-23,mon,NA,Control,380.53,565,111,98.94,0,0,0,8,20,448209,18.91,300,0,80.53,380.53,0,8,0,24,6,0,0,30,0,0,0,0,0,0,0,0,0,0,7
Control 2,Pre-Treatment,2015-02-24,tue,NA,Control,601.15,735,117,97.96,0,0,0,11,22,448256,23.024,300,168.75,132.4,601.15,1,8,3,48,26,0,10,84,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-02-25,wed,NA,Control,686.41,850,135,99.18,12.55,12.55,0,11,22,448256,23.024,300,168.75,217.66,686.41,0,8,3,58,0,0,10,68,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-02-26,thu,NA,Control,671.58,830,132,98.67,0,0,0,11,22,448256,23.024,300,168.75,202.83,671.58,0,8,3,71,16,0,0,87,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-02-27,fri,NA,Control,675.29,835,132,98.2,0,0,0,11,22,448256,23.024,300,168.75,206.54,675.29,6,8,3,58,32,0,0,90,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-02-28,sat,NA,Control,350.84,530,116,98.87,0,0,0,8,22,448256,23.024,300,0,50.84,350.84,0,8,0,50,3,0,0,53,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-03-02,mon,March,Control,586.88,780,102,99.1,0,0,0,11,22,448254,18.91,300,168.75,118.13,586.88,0,8,3,59,6,0,0,65,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-03-03,tue,March,Control,625.66,930,121,98.49,0,0,0,11,22,448254,18.91,300,168.75,156.91,625.66,2,8,3,100,2,0,0,102,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-03-04,wed,March,Control,607.3,900,117,98.78,4.55,4.55,0,11,22,448254,18.91,300,168.75,138.55,607.3,21,8,3,114,37,0,0,151,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-03-05,thu,March,Control,588.93,870,113,97.93,0,0,0,11,22,448209,18.91,300,168.75,120.18,588.93,22,8,3,117,13,0,0,130,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-03-06,fri,March,Control,373.49,610,109,98.36,0,0,0,8,22,448209,18.91,300,0,73.49,373.49,22,8,0,60,19,0,20,99,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-03-07,sat,March,Control,379.61,620,111,99.03,0,0,0,8,22,448209,18.91,300,0,79.61,379.61,22,8,0,82,21,0,0,103,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-03-09,mon,March,Control,300,245,56,97.55,0,0,0,8,22,448209,18.91,300,0,NA,300,22,8,0,32,39,0,0,71,0,0,0,0,0,0,0,0,0,0,4
Control 2,Pre-Treatment,2015-03-10,tue,March,Control,468.75,346,51,94.8,2.27,2.27,0,11,22,659032,21.512,300,168.75,NA,468.75,7,8,3,0,45,0,0,45,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-03-11,wed,March,Control,468.75,532,79,97.74,0,0,0,11,22,659032,21.512,300,168.75,NA,468.75,0,8,3,20,11,0,0,31,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-03-12,thu,March,Control,469.69,598,89,98.33,4.55,4.55,0,11,22,659032,21.512,300,168.75,0.94,469.69,1,8,3,79,4,0,0,83,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-03-13,fri,March,Control,512.55,660,98,98.18,0,0,0,11,22,659032,21.512,300,168.75,43.8,512.55,0,8,3,63,14,0,0,77,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-03-14,sat,March,Control,300,320,65,98.13,0,0,0,8,22,659032,21.512,300,0,NA,300,6,8,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-03-16,mon,March,Control,362.87,501,107,98.6,4.55,4.55,0,8,21,659032,21.512,300,0,62.87,362.87,0,8,0,33,8,0,0,41,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-03-17,tue,March,Control,491.81,630,93,97.78,13.64,9.09,4.55,11,22,659032,21.512,300,168.75,23.06,491.81,0,8,3,30,23,0,20,73,0,0,0,0,0,0,0,0,0,1,7
Control 2,Pre-Treatment,2015-03-18,wed,March,Control,571.32,745,110,98.39,9.09,9.9,0,11,22,659032,21.512,300,168.75,102.57,571.32,0,8,3,51,0,0,0,51,0,0,0,0,0,0,0,0,0,1,8
Control 2,Pre-Treatment,2015-03-19,thu,March,Control,468.75,567,84,98.06,2.27,2.27,0,11,22,659032,21.512,300,168.75,NA,468.75,3,8,3,31,0,10,0,41,0,0,0,0,0,0,0,0,0,1,9
Control 2,Pre-Treatment,2015-03-20,fri,March,Control,524.3,677,100,99.11,4.55,0,4.55,11,22,659032,21.512,300,168.75,55.55,524.3,0,8,3,48,12,0,0,60,0,0,0,0,0,0,0,0,0,1,10
Control 2,Pre-Treatment,2015-03-21,sat,March,Control,389.22,525,114,98.86,9.09,4.55,4.55,8,22,448256,23.024,300,0,89.22,389.22,0,8,0,30,46,0,0,76,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-03-23,mon,March,Control,608.02,730,116,98.22,4.55,0,4.55,11,22,448256,23.024,300,168.75,139.27,608.02,0,8,3,41,22,0,15,78,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-03-24,tue,March,Control,533.82,780,102,98.08,13.64,9.09,4.55,11,22,448209,18.91,300,168.75,65.07,533.82,15,8,3,28,16,0,5,49,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-03-25,wed,March,Control,604.67,853,117,98.59,4.55,0,4.55,11,21,448209,18.91,300,168.75,135.92,604.67,23,8,3,52,54,0,14,120,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-03-26,thu,March,Control,393.69,643,115,98.13,4.55,NA,4.55,8,22,448209,18.91,300,0,93.69,393.69,0,8,0,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-03-27,fri,March,Control,300,589,105,98.47,6.28,2.27,9.09,8,22,448209,18.91,300,0,NA,300,12,8,0,57,28,0,115,200,0,0,0,0,0,0,0,0,0,0,4
Control 2,Pre-Treatment,2015-03-28,sat,March,Control,410.81,655,117,98.93,40.91,3.82,0,8,22,448209,18.91,300,0,110.81,410.81,0,8,0,54,7,0,0,61,0,0,0,0,0,0,0,0,0,0,5
Control 2,Pre-Treatment,2015-03-30,mon,March,Control,409.99,585,120,98.46,0,0,0,8,21,448209,18.91,300,0,109.99,409.99,0,8,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-03-31,tue,March,Control,651.99,694,105,98.7,0,0,0,11,19,448256,18.91,300,168.75,183.24,651.99,14,8,3,5,4,0,0,9,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-01,wed,April,Control,0,NA,43,NA,0,0,0,11,20,448209,18.91,NA,NA,NA,0,0,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-02,thu,April,Control,594.43,NA,1,NA,0,0,0,11,23,448256,23.02,300,168.75,125.68,594.43,0,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-03,fri,April,Control,588.78,NA,104,NA,0,0,0,11,21,448209,18.91,300,168.75,120.03,588.78,10,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-04,sat,April,Control,377.55,NA,112,NA,0,0,0,8,20,448209,18.91,300,0,77.55,377.55,0,8,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-04-06,mon,April,Control,655.63,NA,113,NA,4.55,4.55,0,12,19,448209,18.91,300,225,130.63,655.63,0,8,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-04-07,tue,April,Control,658.7,NA,114,NA,0,0,0,12,21,448209,18.91,300,225,133.7,658.7,0,8,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-04-08,wed,April,Control,0,NA,19,NA,0,0,0,12,19,448209,18.91,NA,NA,NA,0,9,8,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-04-09,thu,April,Control,607.49,NA,123,NA,2.27,2.27,0,11,21,448256,23.02,300,168.75,138.74,607.49,0,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-10,fri,April,Control,463.79,NA,121,NA,4.55,0,4.55,8,21,448256,23.02,300,0,163.79,463.79,0,8,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2
Control 2,Pre-Treatment,2015-04-11,sat,April,Control,411.63,NA,108,NA,4.55,0,4.55,8,21,448256,23.02,300,0,111.63,411.63,0,5,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-04-16,thu,April,Control,300,NA,0,NA,0,0,0,8,13,NA,NA,300,0,NA,300,0,8,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA
Control 2,Pre-Treatment,2015-04-17,fri,April,Control,592.63,NA,84,NA,9.09,4.55,4.55,11,20,448256,23.02,300,168.75,123.88,592.63,2,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-18,sat,April,Control,659.48,NA,94,NA,0,0,0,11,22,448256,23.02,300,168.75,190.73,659.48,1,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-04-20,mon,April,Control,402.81,NA,118,NA,0,0,0,8,22,448256,23.02,300,0,102.81,402.81,4,8,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3
Control 2,Pre-Treatment,2015-04-21,tue,April,Control,679,NA,133,NA,5.5,4.55,95,11,22,448256,23.02,300,168.75,210.25,679,0,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-04-22,wed,April,Control,0,NA,42,NA,0,0,0,11,22,448256,23.02,NA,NA,NA,0,5,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-04-23,thu,April,Control,627.1,NA,119,NA,4.55,0,4.55,11,22,448212,23.02,300,168.75,158.35,627.1,0,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-24,fri,April,Control,613.76,NA,129,NA,4.55,0,4.55,11,22,448212,23.02,300,168.75,145.01,613.76,3,8,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-04-25,sat,April,Control,491.71,NA,5,NA,4.55,0,4.55,8,22,448254,18.91,300,0,191.71,491.71,0,8,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-04-27,mon,April,Control,658.77,NA,97,NA,0,0,0,12,21,448254,18.91,300,225,133.77,658.77,0,8,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-04-28,tue,April,Control,626.05,NA,21,NA,4.55,0,4.55,12,22,448254,18.91,300,225,101.05,626.05,13,8,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-04-29,wed,April,Control,0,NA,3,NA,4.55,0,4.55,12,22,448212,23.02,NA,NA,NA,0,0,8,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-04-30,thu,April,Control,770.4,NA,134,NA,4.55,4.55,0,12,22,448256,23.02,300,225,245.4,770.4,13,8,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-05-02,sat,May,Control,687.79,804,135,99,4.55,0,4.55,11,21,448212,23.024,300,168.75,219.04,687.79,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-05-04,mon,May,Control,634.63,818,112,98.41,0,0,0,11,21,448254,18.91,300,168.75,165.88,634.63,7,8,3,13,5,0,0,18,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-05-05,tue,May,Control,650.19,910,124,99.01,4.55,0,4.55,11,21,448254,18.91,300,168.75,181.44,650.19,19,8,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-05-06,wed,May,Control,623.02,699,121,99.28,0,0,0,11,20,448212,23.024,300,168.75,154.27,623.02,0,8,3,0,9,0,0,9,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-05-07,thu,May,Control,611.41,885,140,98.98,0,0,0,11,22,448212,23.024,300,168.75,142.66,611.41,0,8,3,0,28,0,0,28,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-05-08,fri,May,Control,594.67,910,159,99.34,0,0,0,10,22,448212,23.024,300,112.5,182.17,594.67,0,8,2,3,6,0,0,9,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-05-09,sat,May,Control,337.51,250,71,98.4,0,0,0,8,22,448209,23.024,300,0,37.51,337.51,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-05-11,mon,May,Control,357.44,470,105,98.94,4.76,4.76,0,8,20,658794,21.512,300,0,57.44,357.44,12,8,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-05-12,tue,May,Control,527.07,681,101,98.38,4.76,4.76,0,11,22,658794,21.512,300,168.75,58.32,527.07,37,8,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,2
Control 2,Pre-Treatment,2015-05-13,wed,May,Control,504.45,675,95,98.67,4.76,4.76,0,11,22,658794,21.512,300,168.75,35.7,504.45,0,8,3,0,16,0,0,16,0,0,0,0,0,0,0,0,0,1,3
Control 2,Pre-Treatment,2015-05-14,thu,May,Control,518.77,669,99,99.4,0,0,0,11,22,658794,21.512,300,168.75,50.02,518.77,9,8,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,4
Control 2,Pre-Treatment,2015-05-15,fri,May,Control,512.73,626,97,99.2,0,0,0,11,21,658794,21.512,300,168.75,43.98,512.73,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Control 2,Pre-Treatment,2015-05-16,sat,May,Control,300,477,96,98.74,0,0,0,8,22,658794,21.512,300,0,NA,300,1,8,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,6
Control 2,Pre-Treatment,2015-05-18,mon,May,Control,300,464,101,99.14,0,0,0,8,21,658794,21.512,300,0,NA,300,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Control 2,Pre-Treatment,2015-05-19,tue,May,Control,468.75,710,109,98.45,14.29,14.29,0,11,21,658794,21.512,300,168.75,NA,468.75,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Control 2,Pre-Treatment,2015-05-20,wed,May,Control,468.75,690,107,98.99,4.76,4.76,0,11,21,658794,21.512,300,168.75,NA,468.75,0,8,3,0,21,0,0,21,0,0,0,0,0,0,0,0,0,1,9
Control 2,Pre-Treatment,2015-05-21,thu,May,Control,468.75,700,109,98.86,0,0,0,11,21,658794,21.512,300,168.75,NA,468.75,1,8,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,1,10
Control 2,Pre-Treatment,2015-05-22,fri,May,Control,468.75,650,96,99.08,4.76,4.76,0,11,22,658794,21.512,300,168.75,NA,468.75,0,8,3,0,58,0,0,58,0,0,0,0,0,0,0,0,0,1,11
Control 2,Pre-Treatment,2015-05-23,sat,May,Control,300,490,105,98.98,0,0,0,8,21,658794,21.512,300,0,NA,300,1,8,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,12
Control 2,Pre-Treatment,2015-05-25,mon,May,Control,300,380,81,97.89,0,0,0,8,21,658794,21.512,300,0,NA,300,0,8,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,13
Control 2,Pre-Treatment,2015-05-26,tue,May,Control,468.75,746,116,98.12,0,0,0,11,21,658794,21.512,300,168.75,NA,468.75,0,8,3,0,3,9,25,37,0,0,0,0,0,0,0,0,0,1,14
Control 2,Pre-Treatment,2015-05-27,wed,May,Control,468.75,640,99,99.06,0,0,0,11,21,658794,21.512,300,168.75,NA,468.75,0,8,3,0,26,0,10,36,0,0,0,0,0,0,0,0,0,1,15
Control 2,Pre-Treatment,2015-05-28,thu,May,Control,468.75,690,107,98.99,0,0,0,11,21,658794,21.512,300,168.75,NA,468.75,0,8,3,0,22,0,0,22,0,0,0,0,0,0,0,0,0,1,16
Control 2,Pre-Treatment,2015-05-29,fri,May,Control,468.75,460,68,97.17,4.76,4.76,0,11,22,658794,21.512,300,168.75,NA,468.75,5,8,3,0,8,0,19,27,0,0,0,0,0,0,0,0,0,1,17
Control 2,Pre-Treatment,2015-05-30,sat,May,Control,300,450,83,97.78,4.76,0,4.76,8,22,658951,21.512,300,0,NA,300,2,8,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,1
Control 2,Pre-Treatment,2015-06-02,tue,June,Control,504.58,691,96,98.84,9.52,4.76,4.76,11,21,658794,21.512,300,168.75,35.83,504.58,0,8,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,1,1
Control 2,Pre-Treatment,2015-06-03,wed,June,Control,468.75,500,72,100,9.52,0,952,11,21,658794,21.512,300,168.75,NA,468.75,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
