line,phase,date,day,month,treatment_name,wage,output,productivity,quality_rate,total_absenteeism,unplan_absenteeism,plan_absenteeism,tot_wk_hr,line_workers,style1,sam_style1,BaseWage,OvertimeWage,OldIncentive,OldTHP,TotalTardinessMin,WorkingHr,OTHr,DTMinPersons,DTMinMachine,DTMinMaterial,DTMinQuality,DTTotal,treat_qual,treat_prod,treat_fixed,after,t_prod,t_fixed,t_qual,treat,t_after,OT,lead_time
Target Wage 1,Post-Treatment,2016-09-09,fri,September,Target Wage,300,189,32,98.41,0,0,0,8,21,725890,20.66,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,8
Target Wage 1,Post-Treatment,2016-09-10,sat,September,Target Wage,300,72,19,65.28,4,4,0,8,20,832967,17.113,300,0,0,300,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-09-12,mon,September,Target Wage,300,365,94,96.16,8,4,4,8,20,832967,17.113,300,0,0,300,6,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-09-13,tue,September,Target Wage,300,332,62,93.37,8,4,4,8,19,832967,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-09-14,wed,September,Target Wage,300,409,93,94.38,8,0,8,8,19,725890,20.66,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-09-15,thu,September,Target Wage,300,416,74,97.36,6,0,6,8,20,832967,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-09-16,fri,September,Target Wage,300,628,112,96.38,8,4,4,8,20,832967,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-09-17,sat,September,Target Wage,300,540,96,94.55,4,0,4,8,20,832967,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-09-19,mon,September,Target Wage,300,362,68,95.3,8,4,4,8,19,832967,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4
Target Wage 1,Post-Treatment,2016-09-20,tue,September,Target Wage,468.75,525,72,96,8,0,8,11,19,832967,17.113,300,168.75,0,468.75,2,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,5
Target Wage 1,Post-Treatment,2016-09-21,wed,September,Target Wage,412.5,600,81,96.5,0,0,0,10,21,832967,17.113,300,112.5,0,412.5,5,8,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,6
Target Wage 1,Post-Treatment,2016-09-22,thu,September,Target Wage,412.5,480,65,96.67,0,0,0,10,21,832967,17.113,300,112.5,0,412.5,10,8,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,7
Target Wage 1,Post-Treatment,2016-09-23,fri,September,Target Wage,412.5,566,77,97.35,0,0,0,10,21,832967,17.113,300,112.5,0,412.5,3,8,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,8
Target Wage 1,Post-Treatment,2016-09-24,sat,September,Target Wage,300,336,57,97.32,0,0,0,8,21,832967,17.113,300,0,0,300,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,9
Target Wage 1,Post-Treatment,2016-09-26,mon,September,Target Wage,486.51,672,92,94.73,8,4,4,11,19,832967,17.113,300,168.75,17.23,485.98,2,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,10
Target Wage 1,Post-Treatment,2016-09-27,tue,September,Target Wage,481.16,734,91,97.55,0,0,0,11,21,832967,17.113,300,168.75,12.17,480.92,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,11
Target Wage 1,Post-Treatment,2016-09-28,wed,September,Target Wage,526.68,806,100,97.77,4,0,4,11,21,832967,17.113,300,168.75,53.83,522.58,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,12
Target Wage 1,Post-Treatment,2016-09-29,thu,September,Target Wage,468.75,664,82,97.14,0,0,0,11,21,832967,17.113,300,168.75,0,468.75,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,13
Target Wage 1,Post-Treatment,2016-09-30,fri,September,Target Wage,518.81,761,99,98.55,4,4,0,11,20,832967,17.113,300,168.75,50.06,518.81,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,14
Target Wage 1,Post-Treatment,2016-10-01,sat,October,Target Wage,300,230,66,96.96,0,0,0,8,20,832967,17.113,300,0,0,300,2,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,15
Target Wage 1,Post-Treatment,2016-10-03,mon,October,Target Wage,300,14,2,100,2,0,2,8,21,832967,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,16
Target Wage 1,Post-Treatment,2016-10-04,tue,October,Target Wage,636.44,721,89,95.7,0,0,0,11,21,832967,17.113,300,168.75,167.69,636.44,2,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,17
Target Wage 1,Post-Treatment,2016-10-05,wed,October,Target Wage,484.98,705,91,93.33,4,4,0,11,20,832967,17.113,300,168.75,15.79,484.54,3,8,3,0,0,60,0,0,0,0,1,1,0,1,0,1,1,1,18
Target Wage 1,Post-Treatment,2016-10-06,thu,October,Target Wage,316.66,546,93,95.6,0,0,0,8,21,832969,17.113,300,0,15.9,315.9,13,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-10-07,fri,October,Target Wage,300,490,83,95.71,4,0,4,8,21,832967,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-10-08,sat,October,Target Wage,300,450,85,95.33,4,0,4,8,19,832991,17.193,300,0,0,300,2,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-10-10,mon,October,Target Wage,300,450,81,94.22,4,0,4,8,20,832991,17.193,300,0,0,300,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-10-11,tue,October,Target Wage,412.5,543,78,93.63,0,0,0,10,20,832991,17.193,300,112.5,0,412.5,0,8,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3
Target Wage 1,Post-Treatment,2016-10-12,wed,October,Target Wage,440.01,658,94,91.95,8,4,4,10,20,832991,17.193,300,112.5,26.38,438.88,0,8,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,4
Target Wage 1,Post-Treatment,2016-10-13,thu,October,Target Wage,516.99,730,110,95.75,8,4,4,10,19,832969,17.113,300,112.5,91.82,504.32,1,8,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-10-14,fri,October,Target Wage,546.25,805,115,95.9,1,0,1,10,20,832969,17.113,300,112.5,114.04,526.54,3,8,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-10-15,sat,October,Target Wage,357.72,580,103,95.34,0,0,0,8,20,832969,17.113,300,0,52.35,352.35,3,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-10-17,mon,October,Target Wage,300,440,75,91.59,12.5,0,12.5,8,21,832967,17.113,300,0,0,300,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-10-18,tue,October,Target Wage,492.2,752,93,93.88,12.5,0,12.5,11,21,832967,17.113,300,168.75,22.59,491.34,22,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-10-19,wed,October,Target Wage,468.75,584,66,93.15,4.17,0,4.17,11,23,832967,17.113,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3
Target Wage 1,Post-Treatment,2016-10-20,thu,October,Target Wage,468.75,720,81,92.92,6.25,2.08,4.17,11,23,832967,17.113,300,168.75,0,468.75,19,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,4
Target Wage 1,Post-Treatment,2016-10-21,fri,October,Target Wage,468.75,751,85,94.41,4.17,0,4.17,11,23,832967,17.113,300,168.75,0,468.75,3,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,5
Target Wage 1,Post-Treatment,2016-10-22,sat,October,Target Wage,300,448,73,92.41,8.33,4.17,4.17,8,22,832969,17.113,300,0,0,300,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-10-24,mon,October,Target Wage,300,445,72,92.36,8.33,0,8.33,8,22,832991,17.193,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-10-25,tue,October,Target Wage,300,400,62,91.25,6.25,2.08,4.17,8,23,832991,17.193,300,0,0,300,2,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-10-26,wed,October,Target Wage,300,519,80,94.41,4.17,0,4.17,8,23,832991,17.193,300,0,0,300,2,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-10-27,thu,October,Target Wage,300,469,73,95.1,4.17,0,4.17,8,23,832969,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-10-28,fri,October,Target Wage,300,50,8,96,4.17,0,4.17,8,23,832969,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-10-29,sat,October,Target Wage,300,486,75,94.24,4.17,0,4.17,8,23,832969,17.113,300,0,0,300,6,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-10-31,mon,October,Target Wage,300,144,22,95.83,6.25,0,6.25,8,23,832969,17.113,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4
Target Wage 1,Post-Treatment,2016-11-01,tue,November,Target Wage,468.75,390,61,94.87,6.25,0,6.25,11,23,832985,17.193,300,168.75,0,468.75,3,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-11-02,wed,November,Target Wage,468.75,490,76,95.51,4.17,0,4.17,11,23,832969,17.113,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-11-03,thu,November,Target Wage,300,500,78,93.8,0.17,0,4.17,8,23,832969,17.113,300,0,0,300,8,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-11-04,fri,November,Target Wage,300,469,76,95.31,8.33,4.17,4.17,8,22,832991,17.193,300,0,0,300,2,8,0,39,0,15,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-11-05,sat,November,Target Wage,300,630,98,96.98,4.17,0,4.17,8,23,832991,17.193,300,0,0,300,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-11-07,mon,November,Target Wage,300,510,79,95.69,4.17,0,4.17,8,23,832967,17.113,300,0,0,300,39,8,0,3,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-11-08,tue,November,Target Wage,300,566,92,94.7,8.7,4.35,4.35,8,22,832967,17.113,300,0,0,300,3,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-11-09,wed,November,Target Wage,300,427,76,91.8,17.39,13.04,4.35,8,20,832969,17.113,300,0,0,300,2,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-11-10,thu,November,Target Wage,468.75,490,64,94.9,17.39,8.7,8.7,11,20,832969,17.113,300,168.75,0,468.75,18,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-11-11,fri,November,Target Wage,468.75,510,63,94.51,13.04,8.7,4.35,11,21,725896,20.66,300,168.75,0,468.75,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-11-12,sat,November,Target Wage,306.7,530,90,95.66,8.7,4.35,4.35,8,21,832968,17.113,300,0,6.7,306.7,8,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-11-14,mon,November,Target Wage,300,333,57,94.59,13.04,0,13.04,8,21,725896,20.66,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-11-15,tue,November,Target Wage,468.75,520,64,95.77,8.7,0,8.7,11,21,725890,20.66,300,168.75,0,468.75,12,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-11-16,wed,November,Target Wage,468.75,600,85,96.17,4.35,0,4.35,11,22,725890,20.66,300,168.75,0,468.75,3,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-11-17,thu,November,Target Wage,564.31,781,106,95.77,13.04,4.35,8.7,11,23,725890,20.66,300,168.75,85.3,554.05,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3
Target Wage 1,Post-Treatment,2016-11-18,fri,November,Target Wage,531.67,674,92,95.85,13.04,4.35,8.7,11,23,725890,20.66,300,168.75,58.02,526.77,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,4
Target Wage 1,Post-Treatment,2016-11-19,sat,November,Target Wage,300,135,28,88.8,8.7,0,8.7,8,21,725896,20.66,300,0,0,300,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-11-21,mon,November,Target Wage,468.75,0,0,NA,8.7,0,8.7,11,21,725896,NA,300,168.75,0,468.75,2,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-11-22,tue,November,Target Wage,554.11,570,108,96.67,4.35,0,4.35,11,21,776850,26.346,300,168.75,78.47,547.22,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-11-23,wed,November,Target Wage,658.98,645,123,97.05,8.7,0,8.7,11,21,776850,26.346,300,168.75,161.86,630.61,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-11-24,thu,November,Target Wage,804.94,786,143,97.07,4.35,0,4.35,11,22,776850,26.346,300,168.75,255.6,724.35,2,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3
Target Wage 1,Post-Treatment,2016-11-25,fri,November,Target Wage,598.25,615,153,97.24,4.35,0,4.35,8,22,776850,26.346,300,0,222.75,522.75,3,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4
Target Wage 1,Post-Treatment,2016-11-26,sat,November,Target Wage,598.25,615,153,97.4,4.35,0,4.35,8,22,776850,26.346,300,0,222.75,522.75,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,5
Target Wage 1,Post-Treatment,2016-11-28,mon,November,Target Wage,721.9,720,131,96.81,4.35,0,4.35,11,22,776850,26.346,300,168.75,199.5,668.25,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,6
Target Wage 1,Post-Treatment,2016-11-29,tue,November,Target Wage,890.96,840,152,97.14,6.52,0,6.52,11,22,776850,26.346,300,168.75,311.7,780.45,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,7
Target Wage 1,Post-Treatment,2016-11-30,wed,November,Target Wage,468.75,478,87,96.23,8.7,4.35,4.35,11,22,776850,26.346,300,168.75,0,468.75,2,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,8
Target Wage 1,Post-Treatment,2016-12-01,thu,December,Target Wage,532.6,748,89,96.35,4.35,0,4.35,11,22,832991,17.193,300,168.75,58.86,527.61,5,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-12-02,fri,December,Target Wage,334.98,510,83,95.67,4.35,0,4.35,8,22,832985,17.193,300,0,32.73,332.73,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-12-03,sat,December,Target Wage,338.4,646,105,95.85,8.7,4.35,4.35,8,22,832985,17.193,300,0,35.79,335.79,10,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2016-12-06,tue,December,Target Wage,514.32,915,108,96.83,4.35,0,4.35,11,22,832985,17.193,300,168.75,42.78,511.53,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3
Target Wage 1,Post-Treatment,2016-12-07,wed,December,Target Wage,483.62,780,92,97.01,4.35,0,4.35,11,22,832985,17.193,300,168.75,14.5,483.25,3,8,3,0,0,0,10,0,0,0,1,1,0,1,0,1,1,1,4
Target Wage 1,Post-Treatment,2016-12-08,thu,December,Target Wage,543.78,880,104,97.42,6.52,0,6.52,11,22,832969,17.113,300,168.75,68.03,536.78,9,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-12-09,fri,December,Target Wage,672.02,993,123,96.9,8.7,0,8.7,11,21,832969,17.113,300,168.75,166.07,634.82,5,8,3,4,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-12-10,sat,December,Target Wage,402.76,570,97,97.14,435,0,4.5,8,21,832969,17.113,300,0,87.64,387.64,34,8,0,0,0,10,0,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-12-12,mon,December,Target Wage,391.5,620,111,95.48,13.04,4.35,8.7,8,20,832969,17.113,300,0,79.21,379.21,25,8,0,10,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4
Target Wage 1,Post-Treatment,2016-12-13,tue,December,Target Wage,633.11,950,117,97.26,8.7,0,8.7,11,21,832969,17.113,300,168.75,137.45,606.2,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,5
Target Wage 1,Post-Treatment,2016-12-14,wed,December,Target Wage,540.9,21,3,96.73,8.7,0,8.7,11,21,832985,17.193,300,168.75,65.88,534.63,3,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-12-15,thu,December,Target Wage,516.74,750,98,96.67,13.04,0,13.04,11,20,832985,17.193,300,168.75,45,513.75,7,8,3,5,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-12-16,fri,December,Target Wage,367.23,620,111,97.26,8.7,0,8.7,8,20,832985,17.193,300,0,60.19,360.19,9,8,0,0,0,0,25,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-12-17,sat,December,Target Wage,348.6,565,101,96.72,13.04,4.35,8.7,8,20,832985,17.193,300,0,44.65,344.65,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4
Target Wage 1,Post-Treatment,2016-12-19,mon,December,Target Wage,358.64,609,109,97.21,8.7,0,8.7,8,20,832969,17.113,300,0,53.23,353.23,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-12-20,tue,December,Target Wage,468.75,532,73,95.3,17.39,4.35,13.04,11,19,832967,17.113,300,168.75,0,468.75,4,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-12-21,wed,December,Target Wage,694.97,1025,140,97.46,8.7,0,8.7,11,19,832967,17.113,300,168.75,180.81,649.56,8,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-12-22,thu,December,Target Wage,494.64,720,94,96.81,13.04,4.35,8.7,11,20,832991,17.193,300,168.75,24.9,493.65,2,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-12-23,fri,December,Target Wage,673.72,1000,124,97.9,8.7,0,8.7,11,21,832991,17.193,300,168.75,168.17,636.92,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2016-12-24,sat,December,Target Wage,314.2,540,92,98.15,8.7,0,8.7,8,21,832991,17.193,300,0,13.71,313.71,2,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3
Target Wage 1,Post-Treatment,2016-12-26,mon,December,Target Wage,551.05,800,104,73.75,13.64,4.55,9.09,11,20,832991,17.193,300,168.75,74.86,543.61,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,4
Target Wage 1,Post-Treatment,2016-12-27,tue,December,Target Wage,517.25,1246,17,97.14,13.64,4.55,9.09,11,20,832991,1.84,300,168.75,48.24,516.99,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,5
Target Wage 1,Post-Treatment,2016-12-28,wed,December,Target Wage,579.14,750,109,96.53,25,4.55,20.45,11,18,832990,17.193,300,168.75,102.54,571.29,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2016-12-29,thu,December,Target Wage,327.29,897,23,96.23,36.36,4.55,31.82,8,15,832991,1.84,300,0,27.29,327.29,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-12-30,fri,December,Target Wage,0,250,33,95.8,31.82,0,31.82,8,27,832985,17.193,0,0,0,0,5,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2016-12-31,sat,December,Target Wage,300,NA,NA,NA,NA,NA,NA,NA,NA,832969,NA,300,0,0,300,0,8,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,1,NA,1
Target Wage 1,Post-Treatment,2017-01-02,mon,January,Target Wage,310,0,NA,0,4.55,0,4.55,8,0,832969,NA,310,0,0,310,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2017-01-03,tue,January,Target Wage,310,0,0,NA,31.82,4.55,27.27,8,15,832985,17.193,310,0,0,310,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2017-01-04,wed,January,Target Wage,484.38,635,79,95.75,18.18,0,18.18,11,21,832985,17.193,310,174.375,0,484.38,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2017-01-05,thu,January,Target Wage,536.89,774,96,96.9,14.77,1.14,13.64,11,21,832985,17.193,310,174.375,45.19,529.57,0,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3
Target Wage 1,Post-Treatment,2017-01-06,fri,January,Target Wage,323.03,528,94,95.96,9.09,0,9.09,8,20,832969,17.113,310,0,12.08,322.08,13,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Target Wage 1,Post-Treatment,2017-01-07,sat,January,Target Wage,318.41,548,98,97.08,4.55,0,4.55,8,20,832969,17.113,310,0,7.45,317.45,4,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
Target Wage 1,Post-Treatment,2017-01-09,mon,January,Target Wage,484.38,741,92,96.72,9.09,4.55,4.55,11,21,832985,17.193,310,174.375,0,484.38,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2017-01-10,tue,January,Target Wage,532.52,800,99,97,4.55,0,4.55,11,21,832967,17.113,310,174.375,43.43,527.81,4,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2017-01-11,wed,January,Target Wage,538.08,820,101,97.2,4.55,0,4.55,11,21,832967,17.113,310,174.375,48.18,532.56,6,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Target Wage 1,Post-Treatment,2017-01-12,thu,January,Target Wage,498.7,758,94,96.7,4.55,0,4.55,11,21,832967,17.113,310,174.375,12.62,497,1,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3
Target Wage 1,Post-Treatment,2017-01-13,fri,January,Target Wage,489.14,741,92,95.41,4.55,0,4.55,11,21,832985,17.193,310,174.375,4.24,488.62,2,8,3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Target Wage 1,Post-Treatment,2017-01-14,sat,January,Target Wage,353.07,600,102,96.33,4.76,0,4.55,8,21,832985,17.193,310,0,38.57,348.57,1,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2
PQWR 2,Pre-Treatment,2015-01-05,mon,January,PQWR,300,48,16,89.58,24.06,22.22,1.83,8,15,659032,20.642,300,0,NA,300,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
PQWR 2,Pre-Treatment,2015-01-06,tue,January,PQWR,468.75,172,30,91.86,5.26,0,5.26,11,22,659032,20.642,300,168.75,NA,468.75,1,8,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2
PQWR 2,Pre-Treatment,2015-01-07,wed,January,PQWR,468.75,243,46,93.42,2.63,2.63,0,11,19,659032,20.642,300,168.75,NA,468.75,1,8,3,10,0,3,33,46,1,0,0,0,0,0,0,1,0,1,3
PQWR 2,Pre-Treatment,2015-01-08,thu,January,PQWR,468.75,312,56,95.51,5.56,5.56,0,11,17,659032,20.642,300,168.75,NA,468.75,7,8,3,0,70,20,17,107,1,0,0,0,0,0,0,1,0,1,4
PQWR 2,Pre-Treatment,2015-01-09,fri,January,PQWR,468.75,357,6,96.08,8.33,8.33,0,11,18,659032,20.642,300,168.75,NA,468.75,1,8,3,11,23,0,25,59,1,0,0,0,0,0,0,1,0,1,5
PQWR 2,Pre-Treatment,2015-01-10,sat,January,PQWR,354.99,270,88,96.3,5.56,5.56,0,8,21,659032,20.642,300,0,54.99,354.99,12,8,0,14,0,5,0,19,1,0,0,0,0,0,0,1,0,0,6
PQWR 2,Pre-Treatment,2015-01-12,mon,January,PQWR,556.02,635,136,97.64,5.26,5.26,0,11,19,658951,26.642,300,168.75,87.27,556.02,2,8,3,0,0,0,5,5,1,0,0,0,0,0,0,1,0,1,1
PQWR 2,Pre-Treatment,2015-01-13,tue,January,PQWR,468.75,320,65,95,5.26,5.26,0,11,19,658951,26.642,300,168.75,NA,468.75,1,8,3,0,11,0,13,24,1,0,0,0,0,0,0,1,0,1,2
PQWR 2,Pre-Treatment,2015-01-14,wed,January,PQWR,468.75,367,78,96.19,0,0,0,11,19,658951,26.642,300,168.75,NA,468.75,0,8,3,50,0,0,5,55,1,0,0,0,0,0,0,1,0,1,3
PQWR 2,Pre-Treatment,2015-01-15,thu,January,PQWR,468.75,420,85,95.24,2.63,2.63,0,11,20,658951,26.642,300,168.75,NA,468.75,21,8,3,5,15,0,0,20,1,0,0,0,0,0,0,1,0,1,4
