"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","pop","model","metric","estimate","precision","abs_yi","source","repo","branch","repo_license"
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",40,-32.5881132197138,57.3595974460655,"estimate","elpd_loo.12","atnarko","m2a","elpd_loo",-32.5881132197138,0.132037396576673,32.5881132197138,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",41,4.63436493832802,5.59724538431983,"estimate","p_loo.12","atnarko","m2a","p_loo",4.63436493832802,0.422681097649615,4.63436493832802,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",42,65.1762264394276,229.438389784263,"estimate","looic.12","atnarko","m2a","looic",65.1762264394276,0.0660186982883364,65.1762264394276,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",43,-35.3727431046027,71.304955586059,"estimate","elpd_loo.22","atnarko","m2b","elpd_loo",-35.3727431046027,0.118424113712325,35.3727431046027,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",44,5.44488197326521,7.27287873545939,"estimate","p_loo.22","atnarko","m2b","p_loo",5.44488197326521,0.370806063148052,5.44488197326521,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",45,70.7454862092054,285.219822344235,"estimate","looic.22","atnarko","m2b","looic",70.7454862092054,0.0592120568561625,70.7454862092054,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",46,-33.6897489064998,38.7075372137517,"estimate","elpd_loo.32","atnarko","m3","elpd_loo",-33.6897489064998,0.160731956070643,33.6897489064998,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",47,5.43940592914014,7.14414371464987,"estimate","p_loo.32","atnarko","m3","p_loo",5.43940592914014,0.374132045852928,5.43940592914014,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",48,67.3794978129997,154.830148855008,"estimate","looic.32","atnarko","m3","looic",67.3794978129997,0.0803659780353215,67.3794978129997,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",49,-33.462478220529,58.3964058715576,"estimate","elpd_loo.42","atnarko","m4a","elpd_loo",-33.462478220529,0.130860007487549,33.462478220529,"GitHub","DL-CC-sockeye","main",NA
