species_latin,family,country,province,site_name,habitat,soil_type,plant_part,unit,trait,trait_value,references
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,8.25,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.76,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,11.88,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.33,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.79,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,6.23,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,3.07,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,19.25,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,4.48,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.77,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,2.73,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.95,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.31,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,6.3,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.47,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,2.47,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,nitrogen,9.7,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,9.95,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,8.58,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,magnesium,1,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.7875,ICRAF
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,7.43,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.4,Yanbuaban.et.al.2007
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,2.78,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,2.22,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.83,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,3.24,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.08,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.36,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,21.15,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,5.18,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,22.5,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.81,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,1.01,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,5.17,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.95,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.73,DRYAD
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,9.83,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,8.54,Both.et.al.2019
Syzygium kunstleri,Myrtaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.845,PROSEA
Syzygium leptostemon,Myrtaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.54,ICRAF
Syzygium napiforme,Myrtaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.8297,ICRAF
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,magnesium,0.3,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,3.4,Wedeux.2015
Syzygium zeylanicum,Myrtaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,9.9,Wedeux.2015
Syzygium zeylanicum,Myrtaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,11,Wedeux.2015
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,Nam Pa Wal,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.7,Osaki et al.2003
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,Nam Pa Wal,peat swamp forest,peat,leaf,g.kg-1,potassium,4.5,Osaki et al.2003
Syzygium zeylanicum,Myrtaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.49,Wedeux.2015
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,calcium,3.7,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,Nam Pa Wal,peat swamp forest,peat,leaf,g.kg-1,nitrogen,10.5,Osaki et al.2003
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,Nam Pa Wal,peat swamp forest,peat,leaf,g.kg-1,calcium,9.5,Osaki et al.2003
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.1,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,phosphorus,0.1,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,Nam Pa Wal,peat swamp forest,peat,leaf,g.kg-1,magnesium,2,Osaki et al.2003
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,11.1,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,0.4,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,2.5,Wedeux.2015
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,potassium,2.9,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,nitrogen,10.7,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,potassium,1.7,Yanbuaban.et.al.2007
Syzygium zeylanicum,Myrtaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,calcium,2,Yanbuaban.et.al.2007
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,6.6,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,8.3,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,5.8,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,6.6,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,6.1,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,6,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.4,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,6.9,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,8.3,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.39,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,2.8,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,8.5,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,3.5,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,3.2,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,8.6,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,7.8,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.42,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,3.6,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,7.2,Wedeux.2015
Ternstroemia magnifica,Pentaphylacaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.4,Wedeux.2015
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,15.7,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,11.6,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,2.7,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.3,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,8.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,6.6,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,8.4,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,calcium,4.8,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,0.5,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimantan,Kalampangan,peat swamp forest abandoned drained,peat,leaf,mg.g-1,nitrogen,13.97,Ichie.et.al.2019
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,magnesium,3.7,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,10,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,potassium,13.9,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimantan,Setia Alam,peat swamp forest intact undrained,peat,leaf,mg.g-1,nitrogen,12.25,Ichie.et.al.2019
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,9.9,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,2.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,0.5,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,nitrogen,9.5,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,0.9,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,2.5,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,2.3,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,11.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,potassium,9.6,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,5.7,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,7.5,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,calcium,2.6,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,2.3,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.61,DRYAD
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,6.7,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.57,DRYAD
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,phosphorus,0.3,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,3.8,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,4.2,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,1.9,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6471,ICRAF
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,nitrogen,9.7,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest dense-pole,peat,leaf,g.kg-1,magnesium,1.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,9.5,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,potassium,9.2,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,9.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,phosphorus,0.3,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.1,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,11.6,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.62,DRYAD
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,7.3,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Setia Alam,peat swamp forest primary riverine,peat,leaf,g.kg-1,magnesium,0.9,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,9.9,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,9.6,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,phosphorus,0.5,Tuah.et.al.2003
Tetramerista glabra,Tetrameristaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,11.5,Tuah.et.al.2003
Vatica pauciflora,Dipterocarpaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,calcium,1.7,Yanbuaban.et.al.2007
Vatica pauciflora,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.7317,ICRAF
Vatica pauciflora,Dipterocarpaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,potassium,2.5,Yanbuaban.et.al.2007
Vatica pauciflora,Dipterocarpaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,0.6,Yanbuaban.et.al.2007
Vatica pauciflora,Dipterocarpaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.3,Yanbuaban.et.al.2007
Vatica pauciflora,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.755,PROSEA
Vatica pauciflora,Dipterocarpaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,14.9,Yanbuaban.et.al.2007
Vatica rassak,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,magnesium,1.5,Tuah.et.al.2003
Vatica rassak,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,12.5,Tuah.et.al.2003
Vatica rassak,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,5,Tuah.et.al.2003
Vatica rassak,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.55,DRYAD
Vatica rassak,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,phosphorus,0.8,Tuah.et.al.2003
Vatica rassak,Dipterocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,potassium,4.7,Tuah.et.al.2003
Vatica rassak,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.61,DRYAD
Vatica rassak,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6413,ICRAF
Vatica rassak,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.57,PROSEA
Vatica rassak,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.48,DRYAD
Xanthophyllum ellipticum,Polygalaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,potassium,8.3,Yanbuaban.et.al.2007
