"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","method","pval","estimate","lower","upper","length","precision","abs_yi","source","repo","branch","repo_license"
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",53,0.771,0.0025,"estimate","GRAPPLE",0.01,0.771,0.672,0.869,0.197,20,0.771,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",54,0.753,0.0025,"estimate","GRAPPLE",1e-04,0.753,0.655,0.851,0.196,20,0.753,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",55,0.751,0.002704,"estimate","GRAPPLE",1e-06,0.751,0.649,0.853,0.204,19.2307692307692,0.751,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",56,0.762,0.002916,"estimate","GRAPPLE",1e-08,0.762,0.655,0.869,0.214,18.5185185185185,0.762,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",57,0.475,0.002025,"estimate","MR-Egger",0.01,0.475,0.388,0.563,0.175,22.2222222222222,0.475,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",58,0.456,0.0025,"estimate","MR-Egger",1e-04,0.456,0.358,0.554,0.196,20,0.456,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",59,0.439,0.003025,"estimate","MR-Egger",1e-06,0.439,0.331,0.548,0.217,18.1818181818182,0.439,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",60,0.446,0.003721,"estimate","MR-Egger",1e-08,0.446,0.327,0.565,0.238,16.3934426229508,0.446,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",61,0.442,0.000676,"estimate","MR-Robust",0.01,0.442,0.391,0.494,0.103,38.4615384615385,0.442,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",62,0.479,0.000729,"estimate","MR-Robust",1e-04,0.479,0.425,0.532,0.107,37.037037037037,0.479,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",63,0.508,9e-04,"estimate","MR-Robust",1e-06,0.508,0.45,0.566,0.116,33.3333333333333,0.508,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",64,0.537,0.001024,"estimate","MR-Robust",1e-08,0.537,0.475,0.599,0.124,31.25,0.537,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",65,0.735,0.003481,"estimate","FLOW-MR",0.01,0.735,0.63,0.851,0.221,16.9491525423729,0.735,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",66,0.737,0.003025,"estimate","FLOW-MR",1e-04,0.737,0.638,0.85,0.212,18.1818181818182,0.737,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",67,0.758,0.003364,"estimate","FLOW-MR",1e-06,0.758,0.637,0.869,0.232,17.2413793103448,0.758,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",68,0.768,0.003844,"estimate","FLOW-MR",1e-08,0.768,0.655,0.883,0.228,16.1290322580645,0.768,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",69,0.787,0.002916,"estimate","MR-Horse",0.01,0.787,0.691,0.904,0.213,18.5185185185185,0.787,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",70,0.793,0.003025,"estimate","MR-Horse",1e-04,0.793,0.691,0.902,0.211,18.1818181818182,0.793,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",71,0.825,0.003969,"estimate","MR-Horse",1e-06,0.825,0.715,0.963,0.248,15.8730158730159,0.825,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",72,0.826,0.004761,"estimate","MR-Horse",1e-08,0.826,0.705,0.986,0.281,14.4927536231884,0.826,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",73,0.486,0.000961,"estimate","IVW",0.01,0.486,0.424,0.547,0.123,32.258064516129,0.486,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",74,0.526,0.001225,"estimate","IVW",1e-04,0.526,0.458,0.593,0.135,28.5714285714286,0.526,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",75,0.569,0.001444,"estimate","IVW",1e-06,0.569,0.495,0.643,0.148,26.3157894736842,0.569,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",76,0.585,0.001681,"estimate","IVW",1e-08,0.585,0.504,0.666,0.162,24.390243902439,0.585,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",77,0.886,0.003844,"estimate","GRAPPLE",0.01,0.886,0.765,1.007,0.242,16.1290322580645,0.886,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",78,0.877,0.003844,"estimate","GRAPPLE",1e-04,0.877,0.755,0.998,0.243,16.1290322580645,0.877,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",79,0.898,0.004096,"estimate","GRAPPLE",1e-06,0.898,0.772,1.024,0.252,15.625,0.898,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",80,0.871,0.004356,"estimate","GRAPPLE",1e-08,0.871,0.74,1.001,0.261,15.1515151515152,0.871,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",81,0.537,0.002601,"estimate","MR-Egger",0.01,0.537,0.437,0.637,0.2,19.6078431372549,0.537,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",82,0.559,0.003481,"estimate","MR-Egger",1e-04,0.559,0.443,0.675,0.232,16.9491525423729,0.559,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",83,0.591,0.004096,"estimate","MR-Egger",1e-06,0.591,0.466,0.717,0.251,15.625,0.591,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",84,0.605,0.005329,"estimate","MR-Egger",1e-08,0.605,0.462,0.749,0.287,13.6986301369863,0.605,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",85,0.439,0.001225,"estimate","MR-Robust",0.01,0.439,0.37,0.508,0.138,28.5714285714286,0.439,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",86,0.49,0.001681,"estimate","MR-Robust",1e-04,0.49,0.41,0.57,0.16,24.390243902439,0.49,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",87,0.544,0.002025,"estimate","MR-Robust",1e-06,0.544,0.455,0.632,0.177,22.2222222222222,0.544,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",88,0.567,0.002401,"estimate","MR-Robust",1e-08,0.567,0.472,0.662,0.19,20.4081632653061,0.567,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",89,0.83,0.004096,"estimate","FLOW-MR",0.01,0.83,0.7,0.949,0.249,15.625,0.83,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",90,0.819,0.0049,"estimate","FLOW-MR",1e-04,0.819,0.685,0.957,0.272,14.2857142857143,0.819,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",91,0.853,0.005184,"estimate","FLOW-MR",1e-06,0.853,0.726,0.994,0.268,13.8888888888889,0.853,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",92,0.837,0.005041,"estimate","FLOW-MR",1e-08,0.837,0.7,0.979,0.279,14.0845070422535,0.837,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",93,0.895,0.005041,"estimate","MR-Horse",0.01,0.895,0.772,1.055,0.283,14.0845070422535,0.895,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",94,0.922,0.005041,"estimate","MR-Horse",1e-04,0.922,0.791,1.082,0.291,14.0845070422535,0.922,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",95,0.929,0.004225,"estimate","MR-Horse",1e-06,0.929,0.818,1.066,0.248,15.3846153846154,0.929,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",96,0.939,0.003969,"estimate","MR-Horse",1e-08,0.939,0.818,1.065,0.247,15.8730158730159,0.939,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",97,0.487,0.000841,"estimate","IVW",0.01,0.487,0.431,0.544,0.113,34.4827586206897,0.487,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",98,0.537,0.001024,"estimate","IVW",1e-04,0.537,0.473,0.6,0.127,31.25,0.537,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",99,0.574,0.001225,"estimate","IVW",1e-06,0.574,0.505,0.643,0.138,28.5714285714286,0.574,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",100,0.609,0.001444,"estimate","IVW",1e-08,0.609,0.534,0.683,0.149,26.3157894736842,0.609,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",101,0.821,0.0025,"estimate","GRAPPLE",0.01,0.821,0.723,0.92,0.197,20,0.821,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",102,0.858,0.002916,"estimate","GRAPPLE",1e-04,0.858,0.753,0.963,0.21,18.5185185185185,0.858,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",103,0.854,0.002916,"estimate","GRAPPLE",1e-06,0.854,0.748,0.961,0.213,18.5185185185185,0.854,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",104,0.88,0.003249,"estimate","GRAPPLE",1e-08,0.88,0.769,0.991,0.222,17.5438596491228,0.88,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",105,0.445,0.002209,"estimate","MR-Egger",0.01,0.445,0.353,0.537,0.184,21.2765957446809,0.445,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",106,0.461,0.002704,"estimate","MR-Egger",1e-04,0.461,0.359,0.563,0.204,19.2307692307692,0.461,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",107,0.47,0.003249,"estimate","MR-Egger",1e-06,0.47,0.358,0.583,0.225,17.5438596491228,0.47,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",108,0.474,0.004096,"estimate","MR-Egger",1e-08,0.474,0.349,0.599,0.25,15.625,0.474,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",109,0.454,9e-04,"estimate","MR-Robust",0.01,0.454,0.394,0.513,0.119,33.3333333333333,0.454,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",110,0.509,0.001089,"estimate","MR-Robust",1e-04,0.509,0.444,0.573,0.129,30.3030303030303,0.509,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",111,0.544,0.001156,"estimate","MR-Robust",1e-06,0.544,0.477,0.611,0.134,29.4117647058824,0.544,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",112,0.582,0.001369,"estimate","MR-Robust",1e-08,0.582,0.508,0.655,0.147,27.027027027027,0.582,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",113,0.721,0.002704,"estimate","FLOW-MR",0.01,0.721,0.624,0.83,0.206,19.2307692307692,0.721,"GitHub","FLOW-MR-PAPER","main",NA
"gh_ZixuanWu1_FLOW-MR-PAPER_Source-Data_SuppFigure6_k_3_sim_cor_first.csv","ZixuanWu1","Source-Data/SuppFigure6/k=3_sim_cor_first.csv","ZixuanWu1 / FLOW-MR-PAPER / Source-Data/SuppFigure6/k=3_sim_cor_first.csv",114,0.767,0.003721,"estimate","FLOW-MR",1e-04,0.767,0.659,0.887,0.228,16.3934426229508,0.767,"GitHub","FLOW-MR-PAPER","main",NA
