UIC,species_latin,species_local,country,province,site_name,replicates,start_date_year.month,monitoring_date_year.month,duration_months,survival_per,survival_sd,number_planted,half_life,seedling_trt_type,site_trt_type,Sseedling_trt_type,Ssite_trt_type,planting_density.m2,ENSO
NT2003GOPS_1993,Dacryodes incurvata,Kaap oi,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,64,11,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Dacryodes incurvata,Kaap oi,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,136,6,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,49,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,53,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,8,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,63,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,11,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,61,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,30,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,58,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Garcinia bancana,Chamuang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,25,NA,NA,46.61319,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,74,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,79,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,97,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,79,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,97,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,88,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,97,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,79,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,97,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Ixora grandifolia,Khem yai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,79,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,14,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,15,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,24,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,16,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,28,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,18,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,47,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Litsea costata,Kathang paa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,29,NA,NA,44.59834,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,90,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,81,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,79,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,81,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,79,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,81,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,81,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,81,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Mangifera griffithii,Mamung raawaa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,81,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,69,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,62,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,75,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,67,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,65,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,67,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,62,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,67,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Neesia malayana,Chaang hai,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,60,NA,NA,124.8799,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,72,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,68,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,37,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,67,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,41,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,68,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,68,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,82,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Persea membranacea,Kathang thuu,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,54,NA,NA,96.64928,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,89,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,90,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,79,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,60,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,56,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,66,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,76,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,68,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Polyalthia glauca,Taa raa,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,60,NA,NA,126.2316,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,78,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,81,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,71,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,71,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,78,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,72,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,79,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,72,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Sandoricum beccarianum,Sathon nok,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,74,NA,NA,NA,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2000,84,49,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1994,12,89,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1993,0,100,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1996,36,76,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1998,60,61,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1997,48,75,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1999,72,60,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2001,96,36,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,2002,108,35,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
NT2003GOPS_1993,Xanthophyllum ellipticum,Chum saeng nam,Thailand,Narathiwat,Phru Toh Daeng,NA,1993,1995,24,81,NA,NA,80.50362,none,weeding drainage liming,none,liming_weeding,0.125,NA
PANJ2003PBJTL,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2002,12,64,NA,135,NA,none,mounding,none,mounding,0.25,NA
PANJ2003PBJTL,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2001,0,100,NA,135,NA,none,mounding,none,mounding,0.25,NA
PANJ2003PBJTL,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2002,12,89,NA,135,NA,none,mounding bamboo,none,mounding,0.25,NA
PANJ2003PBJTL,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2001,0,100,NA,135,NA,none,mounding bamboo,none,mounding,0.25,NA
PANJ2003PBJTL,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2001,0,100,NA,135,NA,none,none,none,none,0.25,NA
PANJ2003PBJTL,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2002,12,96,NA,135,NA,none,none,none,none,0.25,NA
PANJ2003PBJTL,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2001,0,100,NA,135,NA,none,mounding,none,mounding,0.25,NA
PANJ2003PBJTL,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2002,12,96,NA,135,NA,none,mounding,none,mounding,0.25,NA
PANJ2003PBJTL,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2001,0,100,NA,135,NA,none,mounding bamboo,none,mounding,0.25,NA
PANJ2003PBJTL,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2002,12,44,NA,135,NA,none,mounding bamboo,none,mounding,0.25,NA
PANJ2003PBJTL,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2001,0,100,NA,135,NA,none,none,none,none,0.25,NA
PANJ2003PBJTL,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2001,2002,12,87,NA,135,NA,none,none,none,none,0.25,NA
RACH2003PBJTR,Acacia auriculiformis,Akor,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,0,100,NA,NA,NA,none,none,none,none,NA,NA
RACH2003PBJTR,Acacia auriculiformis,Akor,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,10,34.5050731,20.61496435,NA,NA,none,none,none,none,NA,NA
RACH2003PBJTR,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,8,55.45759988,NA,NA,NA,none,mounding,none,mounding,NA,NA
RACH2003PBJTR,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,0,100,NA,NA,NA,none,mounding,none,mounding,NA,NA
RACH2003PBJTR,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,0,100,NA,NA,NA,none,mounding bamboo,none,mounding,NA,NA
RACH2003PBJTR,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,8,89.27407353,NA,NA,NA,none,mounding bamboo,none,mounding,NA,NA
RACH2003PBJTR,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,8,85.18645797,NA,NA,NA,none,none,none,none,NA,NA
RACH2003PBJTR,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,0,100,NA,NA,NA,none,none,none,none,NA,NA
RACH2003PBJTR,Shorea balangeran,Balangeran,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,0,100,NA,NA,NA,none,mounding,none,mounding,NA,NA
RACH2003PBJTR,Shorea balangeran,Balangeran,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,34,51.00548243,20.74745687,NA,NA,none,mounding,none,mounding,NA,NA
RACH2003PBJTR,Shorea balangeran,Balangeran,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,34,55.25180817,20.63228808,NA,27.30332,none,none,none,none,NA,NA
RACH2003PBJTR,Shorea balangeran,Balangeran,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,0,100,NA,NA,27.30332,none,none,none,none,NA,NA
RACH2003PBJTR,Shorea balangeran,Balangeran,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,10,61.38826595,21.04599031,NA,27.30332,none,none,none,none,NA,NA
RACH2003PBJTR,Shorea balangeran,Balangeran,Indonesia,Central Kalimantan,Tumbang Nusa,3,NA,NA,0,100,NA,NA,27.30332,none,none,none,none,NA,NA
RACH2003PBJTR,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,0,100,NA,NA,NA,none,mounding,none,mounding,NA,NA
RACH2003PBJTR,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,8,70.72449899,NA,NA,NA,none,mounding,none,mounding,NA,NA
RACH2003PBJTR,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,8,26.29629728,NA,NA,NA,none,mounding bamboo,none,mounding,NA,NA
RACH2003PBJTR,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,0,100,NA,NA,NA,none,mounding bamboo,none,mounding,NA,NA
RACH2003PBJTR,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,0,100,NA,NA,NA,none,none,none,none,NA,NA
RACH2003PBJTR,Tetramerista glabra,Punak,Indonesia,Central Kalimantan,Tumbang Nusa,1,NA,NA,8,47.72012932,NA,NA,NA,none,none,none,none,NA,NA
RACH2005PJPU,Acacia crassicarpa,NA,Indonesia,Central Kalimantan,Tumbang Nusa,1,2004,NA,3,64,NA,72,NA,none,none,none,none,NA,NA
RACH2005PJPU,Acacia crassicarpa,NA,Indonesia,Central Kalimantan,Tumbang Nusa,1,2004,2004,0,100,NA,72,NA,none,none,none,none,NA,NA
RACH2005PJPU,Alstonia pneumatophora,NA,Indonesia,Central Kalimantan,Tumbang Nusa,2,2004,NA,3,94.5,3.535533906,96,NA,none,none,none,none,NA,NA
RACH2005PJPU,Alstonia pneumatophora,NA,Indonesia,Central Kalimantan,Tumbang Nusa,2,2004,2004,0,100,NA,96,NA,none,none,none,none,NA,NA
RACH2005PJPU,Dyera polyphylla,NA,Indonesia,Central Kalimantan,Tumbang Nusa,4,2003,NA,21,87.75,3.304037934,170,NA,none,none,none,none,NA,NA
RACH2005PJPU,Dyera polyphylla,NA,Indonesia,Central Kalimantan,Tumbang Nusa,2,2003,2003,0,100,NA,170,NA,none,none,none,none,NA,NA
RACH2005PJPU,Dyera polyphylla,NA,Indonesia,Central Kalimantan,Tumbang Nusa,2,2003,NA,3,26.5,7.778174593,170,NA,none,none,none,none,NA,NA
RACH2005PJPU,Hibiscus tiliaceus,NA,Indonesia,Central Kalimantan,Tumbang Nusa,1,2004,2004,0,100,NA,60,NA,none,none,none,none,NA,NA
RACH2005PJPU,Hibiscus tiliaceus,NA,Indonesia,Central Kalimantan,Tumbang Nusa,4,2003,NA,21,3.25,3.403429643,170,NA,none,none,none,none,NA,NA
RACH2005PJPU,Hibiscus tiliaceus,NA,Indonesia,Central Kalimantan,Tumbang Nusa,1,2004,NA,3,3,NA,60,NA,none,none,none,none,NA,NA
RACH2005PJPU,Lagerstroemia speciosa,NA,Indonesia,Central Kalimantan,Tumbang Nusa,4,2003,NA,21,0.5,1,170,NA,none,none,none,none,NA,NA
RACH2005PJPU,Lagerstroemia speciosa,NA,Indonesia,Central Kalimantan,Tumbang Nusa,4,2003,2003,0,100,NA,170,NA,none,none,none,none,NA,NA
RACH2005PJPU,Shorea balangeran,NA,Indonesia,Central Kalimantan,Tumbang Nusa,2,2004,2004,0,100,NA,96,NA,none,none,none,none,NA,NA
RACH2005PJPU,Shorea balangeran,NA,Indonesia,Central Kalimantan,Tumbang Nusa,2,2004,NA,3,53.5,21.92031022,96,NA,none,none,none,none,NA,NA
RACH2005PJPU,Tetramerista glabra,NA,Indonesia,Central Kalimantan,Tumbang Nusa,1,2004,NA,3,50,NA,60,NA,none,none,none,none,NA,NA
RACH2005PJPU,Tetramerista glabra,NA,Indonesia,Central Kalimantan,Tumbang Nusa,1,2004,2004,0,100,NA,60,NA,none,none,none,none,NA,NA
RACH2008RPHD,Dyera polyphylla,Jelutung,Indonesia,Central Kalimantan,Tumbang Nusa,NA,2000,NA,33,90,NA,50,NA,none,weeding,none,weeding,NA,NA
