UIC,species_latin,species_local,country,province,site_name,replicates,start_date_year.month,monitoring_date_year.month,duration_months,survival_per,survival_sd,number_planted,half_life,seedling_trt_type,site_trt_type,Sseedling_trt_type,Ssite_trt_type,planting_density.m2,ENSO
LM2017PNTS,Aglaia rubiginosa,Kajalaki,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,58.82352941,NA,17,17.01448,none,none,none,none,0.25925,neutral
LM2017PNTS,Aglaia rubiginosa,Kajalaki,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,88.23529412,NA,17,17.01448,none,none,none,none,0.25925,neutral
LM2017PNTS,Aglaia rubiginosa,Kajalaki,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,88.23529412,NA,17,17.01448,none,none,none,none,0.25925,neutral
LM2017PNTS,Aglaia rubiginosa,Kajalaki,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,88.23529412,NA,17,17.01448,none,none,none,none,0.25925,neutral
LM2017PNTS,Aglaia rubiginosa,Kajalaki,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,94.11764706,NA,17,17.01448,none,none,none,none,0.25925,neutral
LM2017PNTS,Aglaia rubiginosa,Kajalaki,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,58.82352941,NA,17,17.01448,none,none,none,none,0.25925,neutral
LM2017PNTS,Aglaia rubiginosa,Kajalaki,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,88.23529412,NA,17,17.01448,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,89.71962617,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,54.20560748,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,85.04672897,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,81.30841121,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,59.81308411,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,81.77570093,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,93.45794393,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,87.85046729,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,59.81308411,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,59.81308411,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,91.58878505,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,57.00934579,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,86.91588785,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,85.04672897,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,81.30841121,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alseodaphne coriacea,Gemur,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,85.04672897,NA,107,13.45985,none,none,none,none,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,71.2962963,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,91.66666667,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,91.66666667,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,91.66666667,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,100,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,89.81481481,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,93.51851852,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,90.74074074,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,95.37037037,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,78.7037037,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,79.62962963,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,89.81481481,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,92.59259259,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,79.62962963,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,89.81481481,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,79.62962963,NA,108,32.50555,none,fertilization,none,fertilization,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,91.66666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,91.66666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,95.83333333,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,79.16666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,75,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,91.66666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,70.83333333,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,95.83333333,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,79.16666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,95.83333333,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,91.66666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,95.83333333,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,91.66666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,79.16666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,100,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,91.66666667,NA,24,29.93657,none,fertilization mounding weeding moderate,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,75,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,91.66666667,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,41.66666667,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,75,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,66.66666667,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,41.66666667,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,95.83333333,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,75,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,95.83333333,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,66.66666667,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,45.83333333,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,50,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,50,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,100,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,66.66666667,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,75,NA,24,13.35845,none,fertilization mounding weeding total,none,fertilization_mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,84.25925926,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,93.51851852,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,64.81481481,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,87.03703704,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,71.2962963,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,100,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,88.88888889,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,88.88888889,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,71.2962963,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,84.25925926,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,71.2962963,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,57.40740741,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,87.03703704,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,91.66666667,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,84.25925926,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,92.59259259,NA,108,22.21628,none,fertilization weeding moderate,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,75,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,79.62962963,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,83.33333333,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,66.66666667,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,75,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,86.11111111,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,92.59259259,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,66.66666667,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,66.66666667,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,75.92592593,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,75.92592593,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,100,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,75,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,64.81481481,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,66.66666667,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,75,NA,108,20.66077,none,fertilization weeding total,none,fertilization_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,50,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-12,1,100,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,100,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,95.83333333,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,95.83333333,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,91.66666667,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,91.66666667,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,95.83333333,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,33.33333333,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-11,12,50,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,95.83333333,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,50,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-5,6,95.83333333,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,100,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-9,10,91.66666667,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,50,NA,24,13.93986,none,mounding,none,mounding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,2,100,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2012-11,0,100,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-7,20,29.16666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-6,7,91.66666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-1,11,41.66666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-4,5,91.66666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-3,4,91.66666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-7,8,91.66666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-2,3,100,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-12,13,41.66666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2013-8,9,91.66666667,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
LM2017PNTS,Alstonia pneumatophora,Pulai,Indonesia,Central Kalimantan,Kalampangan,3,2012-11,2014-1,14,37.5,NA,24,13.98189,none,mounding weeding moderate,none,mounding_weeding,0.25925,neutral
