"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","contrast","estimate","tratio","pvalue","precision","abs_yi","source","repo","branch","repo_license"
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",32,8837.9487892824,85970.1188679481,"estimate","(gemini-2-flash,english) - (meditron-70b,kinyarwanda)",8837.9487892824,30.1423922518587,0,0.00341056425767162,8837.9487892824,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",33,1578.215824076,35679.2983444088,"estimate","(gemini-2-flash,english) - (o3-mini-high,english)",1578.215824076,8.35522675792213,1.51434420558871e-13,0.00529409642867692,1578.215824076,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",34,6641.48861612237,85970.118867954,"estimate","(gemini-2-flash,english) - (o3-mini-high,kinyarwanda)",6641.48861612237,22.6512236918791,0,0.0034105642576715,6641.48861612237,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",35,10044.0287123896,67865.5185292206,"estimate","(gemini-2-flash,english) - seniorNurse,english",10044.0287123896,38.5552354560501,0,0.00383862258462993,10044.0287123896,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",36,9019.99510962903,222231.058259446,"estimate","(gemini-2-flash,english) - seniorNurse,kinyarwanda",9019.99510962903,19.1339187256052,0,0.00212127817066988,9019.99510962903,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",37,-4453.5857671836,85970.1188679458,"estimate","(gemini-2-flash,kinyarwanda) - (gpt-4o,english)",-4453.5857671836,-15.1892404360316,0,0.00341056425767166,4453.5857671836,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",38,-277.764935065026,136260.939391493,"estimate","(gemini-2-flash,kinyarwanda) - (gpt-4o,kinyarwanda)",-277.764935065026,-0.752474401767955,0.999972648389534,0.0027090330951666,277.764935065026,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",39,5036.4512131275,95857.9864323832,"estimate","(gemini-2-flash,kinyarwanda) - juniorGp,english",5036.4512131275,16.2671128818356,0,0.00322987599670089,5036.4512131275,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",40,5801.36017315984,170326.174239356,"estimate","(gemini-2-flash,kinyarwanda) - juniorGp,kinyarwanda",5801.36017315984,14.0568863417511,0,0.00242303286163573,5801.36017315984,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",41,3462.89020198383,85970.1188679469,"estimate","(gemini-2-flash,kinyarwanda) - (meditron-70b,english)",3462.89020198383,11.8104095511274,0,0.00341056425767164,3462.89020198383,"GitHub","RwandaBenchmarking","main",NA
